Question,Answer,Source
wou schaffst du,smalltalk.agent.occupation,Editorial.SmallTalk
wou Dir schafft,smalltalk.agent.occupation,Editorial.SmallTalk
wou ass Är Aarbecht,smalltalk.agent.occupation,Editorial.SmallTalk
wou ass Äre Büro,smalltalk.agent.occupation,Editorial.SmallTalk
wou ass Äre Büro Standuert,smalltalk.agent.occupation,Editorial.SmallTalk
Äre Büro Standuert,smalltalk.agent.occupation,Editorial.SmallTalk
wou ass Äre Büro,smalltalk.agent.occupation,Editorial.SmallTalk
Wat schaffs du,smalltalk.agent.occupation,Editorial.SmallTalk
bass du hei gebuer,smalltalk.agent.origin,Editorial.SmallTalk
Wou sidd dir gebuer,smalltalk.agent.origin,Editorial.SmallTalk
wat ass Äert Land,smalltalk.agent.origin,Editorial.SmallTalk
Vu wou kënns du,smalltalk.agent.origin,Editorial.SmallTalk
Vu wou bass du,smalltalk.agent.origin,Editorial.SmallTalk
wou bass du hier komm,smalltalk.agent.origin,Editorial.SmallTalk
wou bass du gebuer,smalltalk.agent.origin,Editorial.SmallTalk
vu wou bass du,smalltalk.agent.origin,Editorial.SmallTalk
bass du vu wäitem,smalltalk.agent.origin,Editorial.SmallTalk
wat ass Är Heemecht,smalltalk.agent.origin,Editorial.SmallTalk
Är Heemecht ass,smalltalk.agent.origin,Editorial.SmallTalk
bass du fäerdeg,smalltalk.agent.ready,Editorial.SmallTalk
bass du elo prett,smalltalk.agent.ready,Editorial.SmallTalk
sidd Dir prett haut,smalltalk.agent.ready,Editorial.SmallTalk
bass du elo prett,smalltalk.agent.ready,Editorial.SmallTalk
bass du prett den Owend,smalltalk.agent.ready,Editorial.SmallTalk
waart Dir prett,smalltalk.agent.ready,Editorial.SmallTalk
sidd Dir prett,smalltalk.agent.ready,Editorial.SmallTalk
du bass real,smalltalk.agent.real,Editorial.SmallTalk
du bass net gefälscht,smalltalk.agent.real,Editorial.SmallTalk
bass du real,smalltalk.agent.real,Editorial.SmallTalk
du bass sou richteg,smalltalk.agent.real,Editorial.SmallTalk
Ech mengen Dir sidd real,smalltalk.agent.real,Editorial.SmallTalk
Ech denken net datt Dir gefälscht sidd,smalltalk.agent.real,Editorial.SmallTalk
"Ech huelen un, du bass echt",smalltalk.agent.real,Editorial.SmallTalk
"frou, datt Dir wierklech bass",smalltalk.agent.real,Editorial.SmallTalk
bass du eng richteg Persoun,smalltalk.agent.real,Editorial.SmallTalk
bass du e richtege Mënsch,smalltalk.agent.real,Editorial.SmallTalk
du bass eng richteg Persoun,smalltalk.agent.real,Editorial.SmallTalk
du bass net richteg,smalltalk.agent.real,Editorial.SmallTalk
wou liefs du,smalltalk.agent.residence,Editorial.SmallTalk
a wéi enger Stad wunnt Dir,smalltalk.agent.residence,Editorial.SmallTalk
Är Residenz,smalltalk.agent.residence,Editorial.SmallTalk
däin Haus,smalltalk.agent.residence,Editorial.SmallTalk
Ärem Heem,smalltalk.agent.residence,Editorial.SmallTalk
Är Heemechtsstad,smalltalk.agent.residence,Editorial.SmallTalk
wat ass Är Heemechtsstad,smalltalk.agent.residence,Editorial.SmallTalk
ass et Är Heemechtsstad,smalltalk.agent.residence,Editorial.SmallTalk
wou ass Är Heemechtsstad,smalltalk.agent.residence,Editorial.SmallTalk
sot mir iwwer Är Stad,smalltalk.agent.residence,Editorial.SmallTalk
wat ass Är Stad,smalltalk.agent.residence,Editorial.SmallTalk
wat ass Är Residenz,smalltalk.agent.residence,Editorial.SmallTalk
wat ass Är Stad,smalltalk.agent.residence,Editorial.SmallTalk
wat ass Är Stad,smalltalk.agent.residence,Editorial.SmallTalk
wat ass Äert Heem,smalltalk.agent.residence,Editorial.SmallTalk
wou ass däin Heem,smalltalk.agent.residence,Editorial.SmallTalk
wou ass Är Residenz,smalltalk.agent.residence,Editorial.SmallTalk
wou ass däin Heem,smalltalk.agent.residence,Editorial.SmallTalk
wou ass deng Heemechtsstad,smalltalk.agent.residence,Editorial.SmallTalk
wou ass däin Haus,smalltalk.agent.residence,Editorial.SmallTalk
wou wunns du,smalltalk.agent.residence,Editorial.SmallTalk
Är Stad,smalltalk.agent.residence,Editorial.SmallTalk
Är Stad,smalltalk.agent.residence,Editorial.SmallTalk
dat stëmmt,smalltalk.agent.right,Editorial.SmallTalk
du hues Recht,smalltalk.agent.right,Editorial.SmallTalk
du hues definitiv recht,smalltalk.agent.right,Editorial.SmallTalk
du bass net falsch,smalltalk.agent.right,Editorial.SmallTalk
du seet d'Wourecht,smalltalk.agent.right,Editorial.SmallTalk
wat Dir seet ass wouer,smalltalk.agent.right,Editorial.SmallTalk
TRUE,smalltalk.agent.right,Editorial.SmallTalk
et ass wouer,smalltalk.agent.right,Editorial.SmallTalk
et ass richteg,smalltalk.agent.right,Editorial.SmallTalk
et ass d'Wourecht,smalltalk.agent.right,Editorial.SmallTalk
et ass wouer,smalltalk.agent.right,Editorial.SmallTalk
dat ass richteg,smalltalk.agent.right,Editorial.SmallTalk
dat ass richteg,smalltalk.agent.right,Editorial.SmallTalk
dat stëmmt,smalltalk.agent.right,Editorial.SmallTalk
dat ass ganz wouer,smalltalk.agent.right,Editorial.SmallTalk
dat ass sou wouer,smalltalk.agent.right,Editorial.SmallTalk
du hues richteg,smalltalk.agent.right,Editorial.SmallTalk
du hues sou recht,smalltalk.agent.right,Editorial.SmallTalk
du hues absolut Recht,smalltalk.agent.right,Editorial.SmallTalk
do hues du recht,smalltalk.agent.right,Editorial.SmallTalk
"Ech weess, datt dat richteg ass",smalltalk.agent.right,Editorial.SmallTalk
dat ass richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
et ass gutt,smalltalk.confirmation.yes,Editorial.SmallTalk
maach weider,smalltalk.confirmation.yes,Editorial.SmallTalk
kléngt gutt,smalltalk.confirmation.yes,Editorial.SmallTalk
Okay,smalltalk.confirmation.yes,Editorial.SmallTalk
Jo,smalltalk.confirmation.yes,Editorial.SmallTalk
ok,smalltalk.confirmation.yes,Editorial.SmallTalk
oki do,smalltalk.confirmation.yes,Editorial.SmallTalk
sécher,smalltalk.confirmation.yes,Editorial.SmallTalk
goen fir et,smalltalk.confirmation.yes,Editorial.SmallTalk
jo,smalltalk.confirmation.yes,Editorial.SmallTalk
jo,smalltalk.confirmation.yes,Editorial.SmallTalk
maach et,smalltalk.confirmation.yes,Editorial.SmallTalk
natierlech,smalltalk.confirmation.yes,Editorial.SmallTalk
Ech schätzen,smalltalk.confirmation.yes,Editorial.SmallTalk
richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
jo secher,smalltalk.confirmation.yes,Editorial.SmallTalk
firwat net,smalltalk.confirmation.yes,Editorial.SmallTalk
w.e.g. maachen,smalltalk.confirmation.yes,Editorial.SmallTalk
sécher ass,smalltalk.confirmation.yes,Editorial.SmallTalk
Ech sinn averstan,smalltalk.confirmation.yes,Editorial.SmallTalk
Ech et ass mir egal,smalltalk.confirmation.yes,Editorial.SmallTalk
sécherlech,smalltalk.confirmation.yes,Editorial.SmallTalk
genee,smalltalk.confirmation.yes,Editorial.SmallTalk
jo ech averstanen,smalltalk.confirmation.yes,Editorial.SmallTalk
Ech denke schonn,smalltalk.confirmation.yes,Editorial.SmallTalk
jo et ass,smalltalk.confirmation.yes,Editorial.SmallTalk
riets,smalltalk.confirmation.yes,Editorial.SmallTalk
ok dann,smalltalk.confirmation.yes,Editorial.SmallTalk
jo natierlech,smalltalk.confirmation.yes,Editorial.SmallTalk
"jo, ech maachen",smalltalk.confirmation.yes,Editorial.SmallTalk
dat ass ok,smalltalk.confirmation.yes,Editorial.SmallTalk
Ech maachen,smalltalk.confirmation.yes,Editorial.SmallTalk
jop,smalltalk.confirmation.yes,Editorial.SmallTalk
jo,smalltalk.confirmation.yes,Editorial.SmallTalk
oh jo,smalltalk.confirmation.yes,Editorial.SmallTalk
"jo, sécher",smalltalk.confirmation.yes,Editorial.SmallTalk
offensichtlech,smalltalk.confirmation.yes,Editorial.SmallTalk
k,smalltalk.confirmation.yes,Editorial.SmallTalk
sécher firwat net,smalltalk.confirmation.yes,Editorial.SmallTalk
Jo richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
jo natierlech,smalltalk.confirmation.yes,Editorial.SmallTalk
absolut,smalltalk.confirmation.yes,Editorial.SmallTalk
jo wierklech,smalltalk.confirmation.yes,Editorial.SmallTalk
ok sécher,smalltalk.confirmation.yes,Editorial.SmallTalk
ok jo,smalltalk.confirmation.yes,Editorial.SmallTalk
jo richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
ok Merci,smalltalk.confirmation.yes,Editorial.SmallTalk
sëcher Saach,smalltalk.confirmation.yes,Editorial.SmallTalk
jo,smalltalk.confirmation.yes,Editorial.SmallTalk
confirméieren,smalltalk.confirmation.yes,Editorial.SmallTalk
jop,smalltalk.confirmation.yes,Editorial.SmallTalk
gesäit gutt aus,smalltalk.confirmation.yes,Editorial.SmallTalk
jo merci,smalltalk.confirmation.yes,Editorial.SmallTalk
definitiv,smalltalk.confirmation.yes,Editorial.SmallTalk
jo richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
jo ech géif gären,smalltalk.confirmation.yes,Editorial.SmallTalk
ok,smalltalk.confirmation.yes,Editorial.SmallTalk
jo definitiv,smalltalk.confirmation.yes,Editorial.SmallTalk
joh,smalltalk.confirmation.yes,Editorial.SmallTalk
jo et ass richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
jo dat stëmmt,smalltalk.confirmation.yes,Editorial.SmallTalk
ok du kanns,smalltalk.confirmation.yes,Editorial.SmallTalk
jop,smalltalk.confirmation.yes,Editorial.SmallTalk
jo du kanns,smalltalk.confirmation.yes,Editorial.SmallTalk
confirméiert,smalltalk.confirmation.yes,Editorial.SmallTalk
natierlech firwat net,smalltalk.confirmation.yes,Editorial.SmallTalk
jo dat ass gutt,smalltalk.confirmation.yes,Editorial.SmallTalk
affirméieren,smalltalk.confirmation.yes,Editorial.SmallTalk
jo géi weider,smalltalk.confirmation.yes,Editorial.SmallTalk
jo ech si sécher,smalltalk.confirmation.yes,Editorial.SmallTalk
ok kléngt gutt,smalltalk.confirmation.yes,Editorial.SmallTalk
ok dat ass gutt,smalltalk.confirmation.yes,Editorial.SmallTalk
jo genau,smalltalk.confirmation.yes,Editorial.SmallTalk
dat ass ok,smalltalk.confirmation.yes,Editorial.SmallTalk
dëst ass richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
ok maach weider,smalltalk.confirmation.yes,Editorial.SmallTalk
jo dat ass richteg,smalltalk.confirmation.yes,Editorial.SmallTalk
egal et ass ok,smalltalk.confirmation.yes,Editorial.SmallTalk
okey,smalltalk.confirmation.yes,Editorial.SmallTalk
jo sécher,smalltalk.confirmation.yes,Editorial.SmallTalk
gutt,smalltalk.confirmation.yes,Editorial.SmallTalk
Bass du secher ?,smalltalk.agent.sure,Editorial.SmallTalk
bass du elo sécher,smalltalk.agent.sure,Editorial.SmallTalk
sidd Dir sécher haut,smalltalk.agent.sure,Editorial.SmallTalk
bass du elo sécher,smalltalk.agent.sure,Editorial.SmallTalk
sidd Dir sécher den Owend,smalltalk.agent.sure,Editorial.SmallTalk
firwat schwätzt Dir net mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
wëllt dir mat mir chatten,smalltalk.agent.talk_to_me,Editorial.SmallTalk
wäert Dir mat mir schwätzen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
schwätz mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
schwätz du mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
schwätz du mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kënnt Dir mat mir chatten,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kënnt Dir mat mir schwätzen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kënnt Dir mat mir schwätzen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kënnt Dir mat mir schwätzen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
soen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
schwätzen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
chat mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
chat just mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
schwätzt mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
schwätzt mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
schwätzt mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
firwat schwätzt Dir net mat mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
du kanns mat mir schwätzen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
bass du do,smalltalk.agent.there,Editorial.SmallTalk
du bass do,smalltalk.agent.there,Editorial.SmallTalk
bass du bei mir,smalltalk.agent.there,Editorial.SmallTalk
bass du hei,smalltalk.agent.there,Editorial.SmallTalk
Bass du nach emmer do,smalltalk.agent.there,Editorial.SmallTalk
du bass hei,smalltalk.agent.there,Editorial.SmallTalk
du nach do,smalltalk.agent.there,Editorial.SmallTalk
bass du nach hei,smalltalk.agent.there,Editorial.SmallTalk
zimlech schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
net gutt genuch,smalltalk.appraisal.bad,Editorial.SmallTalk
dat war labber,smalltalk.appraisal.bad,Editorial.SmallTalk
dat war schrecklech,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
dëst ass schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
net gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
Ech faerten et schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
nee et ass schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
dat war schrecklech,smalltalk.appraisal.bad,Editorial.SmallTalk
schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
sou schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass ze schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
schrecklech,smalltalk.appraisal.bad,Editorial.SmallTalk
schrecklech,smalltalk.appraisal.bad,Editorial.SmallTalk
schrecklech,smalltalk.appraisal.bad,Editorial.SmallTalk
onheemlech,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
net gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
dat war schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
dat war schrecklech,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass labber,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass net gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass schrecklech,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass awer schued,smalltalk.appraisal.bad,Editorial.SmallTalk
dëst ass net gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
Schued,smalltalk.appraisal.bad,Editorial.SmallTalk
ganz schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
Béist Meedchen,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass net gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
net sou gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass ganz schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass ze schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass net gutt genuch,smalltalk.appraisal.bad,Editorial.SmallTalk
gutt ze schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
schlecht ganz schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass sou schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
wierklech schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass wierklech schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
schlecht Iddi,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
dat war net gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass net sou gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
net eng gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
oh dat ass net gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
net ze gutt,smalltalk.appraisal.bad,Editorial.SmallTalk
sou labber,smalltalk.appraisal.bad,Editorial.SmallTalk
dat ass wierklech schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
et ass ze schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
schlecht wierklech schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
sou cool,smalltalk.appraisal.good,Editorial.SmallTalk
cool,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass gutt,smalltalk.appraisal.good,Editorial.SmallTalk
frou dat ze héieren,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass ganz flott vun dir,smalltalk.appraisal.good,Editorial.SmallTalk
genial,smalltalk.appraisal.good,Editorial.SmallTalk
et ass erstaunlech,smalltalk.appraisal.good,Editorial.SmallTalk
Dat as immens,smalltalk.appraisal.good,Editorial.SmallTalk
perfekt,smalltalk.appraisal.good,Editorial.SmallTalk
excellent,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass super,smalltalk.appraisal.good,Editorial.SmallTalk
et ass gutt,smalltalk.appraisal.good,Editorial.SmallTalk
et ass flott,smalltalk.appraisal.good,Editorial.SmallTalk
gutt,smalltalk.appraisal.good,Editorial.SmallTalk
gutt,smalltalk.appraisal.good,Editorial.SmallTalk
léif,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass gutt,smalltalk.appraisal.good,Editorial.SmallTalk
ganz gutt,smalltalk.appraisal.good,Editorial.SmallTalk
erstaunlech,smalltalk.appraisal.good,Editorial.SmallTalk
fantastesch,smalltalk.appraisal.good,Editorial.SmallTalk
super,smalltalk.appraisal.good,Editorial.SmallTalk
gutt ganz gutt,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass ganz gutt,smalltalk.appraisal.good,Editorial.SmallTalk
wierklech gutt,smalltalk.appraisal.good,Editorial.SmallTalk
et ass gutt,smalltalk.appraisal.good,Editorial.SmallTalk
et ass gutt,smalltalk.appraisal.good,Editorial.SmallTalk
et ass perfekt,smalltalk.appraisal.good,Editorial.SmallTalk
vill besser,smalltalk.appraisal.good,Editorial.SmallTalk
net schlecht,smalltalk.appraisal.good,Editorial.SmallTalk
net ze schlecht,smalltalk.appraisal.good,Editorial.SmallTalk
et ass ganz gutt,smalltalk.appraisal.good,Editorial.SmallTalk
wonnerbar,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass flott,smalltalk.appraisal.good,Editorial.SmallTalk
agreabel,smalltalk.appraisal.good,Editorial.SmallTalk
flott gutt,smalltalk.appraisal.good,Editorial.SmallTalk
wierklech schéin,smalltalk.appraisal.good,Editorial.SmallTalk
herrlech,smalltalk.appraisal.good,Editorial.SmallTalk
riichtaus,smalltalk.appraisal.good,Editorial.SmallTalk
super,smalltalk.appraisal.good,Editorial.SmallTalk
super fantastesch,smalltalk.appraisal.good,Editorial.SmallTalk
séiss,smalltalk.appraisal.good,Editorial.SmallTalk
wierklech gutt,smalltalk.appraisal.good,Editorial.SmallTalk
ganz gutt,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass genial,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass flott,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass wonnerbar,smalltalk.appraisal.good,Editorial.SmallTalk
dat war erstaunlech,smalltalk.appraisal.good,Editorial.SmallTalk
dat war genial,smalltalk.appraisal.good,Editorial.SmallTalk
dat war séiss,smalltalk.appraisal.good,Editorial.SmallTalk
dat war flott gutt,smalltalk.appraisal.good,Editorial.SmallTalk
dat war ganz gutt,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass eng gutt Iddi,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass eng gutt Saach,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass erstaunlech,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass genial merci,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass besser,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass séiss,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass fantastesch,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass vill besser,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass léif vun Iech,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass net schlecht,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass perfekt,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass zimlech gutt,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass wierklech gutt,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass wierklech flott,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass séiss vun dir,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass ganz flott,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass wonnerbar,smalltalk.appraisal.good,Editorial.SmallTalk
dëst ass genial,smalltalk.appraisal.good,Editorial.SmallTalk
dëst ass gutt,smalltalk.appraisal.good,Editorial.SmallTalk
dëst ass super,smalltalk.appraisal.good,Editorial.SmallTalk
ganz flott,smalltalk.appraisal.good,Editorial.SmallTalk
ganz dann,smalltalk.appraisal.good,Editorial.SmallTalk
wonnerbar,smalltalk.appraisal.good,Editorial.SmallTalk
Ech si frou dat ze héieren,smalltalk.appraisal.good,Editorial.SmallTalk
ok gutt,smalltalk.appraisal.good,Editorial.SmallTalk
gutt fir dech,smalltalk.appraisal.good,Editorial.SmallTalk
gudd ze wëssen,smalltalk.appraisal.good,Editorial.SmallTalk
frou et ze héieren,smalltalk.appraisal.good,Editorial.SmallTalk
esou gutt,smalltalk.appraisal.good,Editorial.SmallTalk
sou séiss vun dir,smalltalk.appraisal.good,Editorial.SmallTalk
et war gutt,smalltalk.appraisal.good,Editorial.SmallTalk
oh gutt,smalltalk.appraisal.good,Editorial.SmallTalk
gutt Saach,smalltalk.appraisal.good,Editorial.SmallTalk
dat war gutt,smalltalk.appraisal.good,Editorial.SmallTalk
et ass genial,smalltalk.appraisal.good,Editorial.SmallTalk
ok gutt,smalltalk.appraisal.good,Editorial.SmallTalk
nee et ass an der Rei,smalltalk.appraisal.good,Editorial.SmallTalk
dat ass gutt,smalltalk.appraisal.good,Editorial.SmallTalk
keng Suergen,smalltalk.appraisal.no_problem,Editorial.SmallTalk
keng probs,smalltalk.appraisal.no_problem,Editorial.SmallTalk
kee Problem,smalltalk.appraisal.no_problem,Editorial.SmallTalk
et gëtt kee Problem,smalltalk.appraisal.no_problem,Editorial.SmallTalk
sécher kee Problem,smalltalk.appraisal.no_problem,Editorial.SmallTalk
kee Problem doriwwer,smalltalk.appraisal.no_problem,Editorial.SmallTalk
maach der keng Suergen,smalltalk.appraisal.no_problem,Editorial.SmallTalk
maach der keng Suergen et kee Problem,smalltalk.appraisal.no_problem,Editorial.SmallTalk
du hues vill gehollef merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
appreciéieren Är Hëllef,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Prost,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
villmols merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
super Merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
super merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
villmools merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Villmools Merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci fir Är Hëllef,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci fir Är Hëllef,smalltalk.appraisal.thank_you,Editorial.SmallTalk
flott merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Ech schätzen et,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Ech soen Iech Merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci dat wäert alles sinn,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci buddy,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci Léift,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci mäi Frënd,smalltalk.appraisal.thank_you,Editorial.SmallTalk
gutt merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
ganz gutt merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
gutt Merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci nach eemol,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci nach eng Kéier,smalltalk.appraisal.thank_you,Editorial.SmallTalk
all merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
ok merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
ok merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
nee merci dat ass alles,smalltalk.appraisal.thank_you,Editorial.SmallTalk
perfekt merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
sou flott vun dir,smalltalk.appraisal.thank_you,Editorial.SmallTalk
gutt merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
thnx,smalltalk.appraisal.thank_you,Editorial.SmallTalk
thanx,smalltalk.appraisal.thank_you,Editorial.SmallTalk
dat freet mech,smalltalk.appraisal.welcome,Editorial.SmallTalk
Gär geschitt,smalltalk.appraisal.welcome,Editorial.SmallTalk
egal wéini,smalltalk.appraisal.welcome,Editorial.SmallTalk
Wëllkomm,smalltalk.appraisal.welcome,Editorial.SmallTalk
gär geschitt,smalltalk.appraisal.welcome,Editorial.SmallTalk
sécher wëllkomm,smalltalk.appraisal.welcome,Editorial.SmallTalk
wëllkomm hei,smalltalk.appraisal.welcome,Editorial.SmallTalk
du bass sou wëllkomm,smalltalk.appraisal.welcome,Editorial.SmallTalk
alles wat Dir wëllt,smalltalk.appraisal.welcome,Editorial.SmallTalk
gutt gemaach,smalltalk.appraisal.well_done,Editorial.SmallTalk
super Aarbecht,smalltalk.appraisal.well_done,Editorial.SmallTalk
Wee goen,smalltalk.appraisal.well_done,Editorial.SmallTalk
gutt gemaach,smalltalk.appraisal.well_done,Editorial.SmallTalk
flott Aarbecht,smalltalk.appraisal.well_done,Editorial.SmallTalk
super Aarbecht,smalltalk.appraisal.well_done,Editorial.SmallTalk
erstaunlech Aarbecht,smalltalk.appraisal.well_done,Editorial.SmallTalk
bravo,smalltalk.appraisal.well_done,Editorial.SmallTalk
gutt geschafft,smalltalk.appraisal.well_done,Editorial.SmallTalk
annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
ofbriechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuléieren et,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuléieren Ufro,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuléiert,smalltalk.confirmation.cancel,Editorial.SmallTalk
entloossen,smalltalk.confirmation.cancel,Editorial.SmallTalk
entlooss,smalltalk.confirmation.cancel,Editorial.SmallTalk
ignoréieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
ignoréieren dat,smalltalk.confirmation.cancel,Editorial.SmallTalk
iwwersprangen,smalltalk.confirmation.cancel,Editorial.SmallTalk
sprangen et,smalltalk.confirmation.cancel,Editorial.SmallTalk
alles annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
all annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergiessen et,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergiessen,smalltalk.confirmation.cancel,Editorial.SmallTalk
maach dat net,smalltalk.confirmation.cancel,Editorial.SmallTalk
ophalen,smalltalk.confirmation.cancel,Editorial.SmallTalk
