Question	Answer	Source
ok merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
nee merci dat ass alles	smalltalk.appraisal.thank_you	Editorial.SmallTalk
perfekt merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
sou flott vun dir	smalltalk.appraisal.thank_you	Editorial.SmallTalk
gutt merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thnx	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanx	smalltalk.appraisal.thank_you	Editorial.SmallTalk
dat freet mech	smalltalk.appraisal.welcome	Editorial.SmallTalk
Gï¿½r geschitt	smalltalk.appraisal.welcome	Editorial.SmallTalk
egal wï¿½ini	smalltalk.appraisal.welcome	Editorial.SmallTalk
Wï¿½llkomm	smalltalk.appraisal.welcome	Editorial.SmallTalk
gï¿½r geschitt	smalltalk.appraisal.welcome	Editorial.SmallTalk
sï¿½cher wï¿½llkomm	smalltalk.appraisal.welcome	Editorial.SmallTalk
wï¿½llkomm hei	smalltalk.appraisal.welcome	Editorial.SmallTalk
du bass sou wï¿½llkomm	smalltalk.appraisal.welcome	Editorial.SmallTalk
alles wat Dir wï¿½llt	smalltalk.appraisal.welcome	Editorial.SmallTalk
gutt gemaach	smalltalk.appraisal.well_done	Editorial.SmallTalk
super Aarbecht	smalltalk.appraisal.well_done	Editorial.SmallTalk
Wee goen	smalltalk.appraisal.well_done	Editorial.SmallTalk
gutt gemaach	smalltalk.appraisal.well_done	Editorial.SmallTalk
flott Aarbecht	smalltalk.appraisal.well_done	Editorial.SmallTalk
super Aarbecht	smalltalk.appraisal.well_done	Editorial.SmallTalk
erstaunlech Aarbecht	smalltalk.appraisal.well_done	Editorial.SmallTalk
bravo	smalltalk.appraisal.well_done	Editorial.SmallTalk
gutt geschafft	smalltalk.appraisal.well_done	Editorial.SmallTalk
annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
ofbriechen	smalltalk.confirmation.cancel	Editorial.SmallTalk
annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
annulï¿½ieren et	smalltalk.confirmation.cancel	Editorial.SmallTalk
annulï¿½ieren Ufro	smalltalk.confirmation.cancel	Editorial.SmallTalk
annulï¿½iert	smalltalk.confirmation.cancel	Editorial.SmallTalk
entloossen	smalltalk.confirmation.cancel	Editorial.SmallTalk
entlooss	smalltalk.confirmation.cancel	Editorial.SmallTalk
ignorï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
ignorï¿½ieren dat	smalltalk.confirmation.cancel	Editorial.SmallTalk
iwwersprangen	smalltalk.confirmation.cancel	Editorial.SmallTalk
sprangen et	smalltalk.confirmation.cancel	Editorial.SmallTalk
alles annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
all annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
vergiessen et	smalltalk.confirmation.cancel	Editorial.SmallTalk
vergiessen	smalltalk.confirmation.cancel	Editorial.SmallTalk
maach dat net	smalltalk.confirmation.cancel	Editorial.SmallTalk
ophalen	smalltalk.confirmation.cancel	Editorial.SmallTalk
einfach vergiessen	smalltalk.confirmation.cancel	Editorial.SmallTalk
vergiessen dat	smalltalk.confirmation.cancel	Editorial.SmallTalk
entwerfen	smalltalk.confirmation.cancel	Editorial.SmallTalk
vergiessen dï¿½st	smalltalk.confirmation.cancel	Editorial.SmallTalk
vergiessen et just	smalltalk.confirmation.cancel	Editorial.SmallTalk
vergiessen doriwwer	smalltalk.confirmation.cancel	Editorial.SmallTalk
ech sot annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
einfach annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
nï¿½ischt annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
stoppen et einfach	smalltalk.confirmation.cancel	Editorial.SmallTalk
nee annulï¿½ieren annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
nee just annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
annulï¿½ieren meng Demande	smalltalk.confirmation.cancel	Editorial.SmallTalk
kï¿½nnt Dir dat annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
all dat annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
dï¿½s Ufro annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
nee annulï¿½ieren dï¿½st	smalltalk.confirmation.cancel	Editorial.SmallTalk
nee alles annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
kee stoppen	smalltalk.confirmation.cancel	Editorial.SmallTalk
just vergiessen	smalltalk.confirmation.cancel	Editorial.SmallTalk
ech wï¿½ll annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
"egal, vergiessen et"	smalltalk.confirmation.cancel	Editorial.SmallTalk
nee just annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
nï¿½ischt vergiessen et just	smalltalk.confirmation.cancel	Editorial.SmallTalk
Ech sot et annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
dï¿½i ganz Saach annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
kï¿½nnt Dir et annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
also annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
Ech hu gesot vergiess et	smalltalk.confirmation.cancel	Editorial.SmallTalk
all dï¿½st annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
vergiess et egal	smalltalk.confirmation.cancel	Editorial.SmallTalk
stoppen et	smalltalk.confirmation.cancel	Editorial.SmallTalk
Ech wï¿½ll et annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
ech gï¿½if gï¿½ren annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
elo annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
elo annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
entschï¿½llegt annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
deen annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
iwwersprangen iwwersprangen	smalltalk.confirmation.cancel	Editorial.SmallTalk
annulï¿½ieren et annulï¿½ieren et	smalltalk.confirmation.cancel	Editorial.SmallTalk
annulï¿½ieren dat annulï¿½ieren dat	smalltalk.confirmation.cancel	Editorial.SmallTalk
nï¿½ischt maachen	smalltalk.confirmation.cancel	Editorial.SmallTalk
Ech sot annulï¿½ieren annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
mee kï¿½nnt Dir et annulï¿½ieren	smalltalk.confirmation.cancel	Editorial.SmallTalk
wï¿½i wï¿½r et mat Nee	smalltalk.confirmation.no	Editorial.SmallTalk
hu kee Sï¿½nn	smalltalk.confirmation.no	Editorial.SmallTalk
Nee	smalltalk.confirmation.no	Editorial.SmallTalk
net	smalltalk.confirmation.no	Editorial.SmallTalk
Ech wï¿½ll dat net	smalltalk.confirmation.no	Editorial.SmallTalk
Ech stï¿½mmen net zou	smalltalk.confirmation.no	Editorial.SmallTalk
net averstanen	smalltalk.confirmation.no	Editorial.SmallTalk
Ech well net	smalltalk.confirmation.no	Editorial.SmallTalk
net interesseiert	smalltalk.confirmation.no	Editorial.SmallTalk
Ech mengen net	smalltalk.confirmation.no	Editorial.SmallTalk
nimools	smalltalk.confirmation.no	Editorial.SmallTalk
nee et ass net	smalltalk.confirmation.no	Editorial.SmallTalk
nee hun ech net	smalltalk.confirmation.no	Editorial.SmallTalk
ech sin net	smalltalk.confirmation.no	Editorial.SmallTalk
na	smalltalk.confirmation.no	Editorial.SmallTalk
nee dat ass gutt merci	smalltalk.confirmation.no	Editorial.SmallTalk
ni	smalltalk.confirmation.no	Editorial.SmallTalk
Ech sot nee	smalltalk.confirmation.no	Editorial.SmallTalk
natierlech net	smalltalk.confirmation.no	Editorial.SmallTalk
nah	smalltalk.confirmation.no	Editorial.SmallTalk
keng Panzer	smalltalk.confirmation.no	Editorial.SmallTalk
Nee niemols	smalltalk.confirmation.no	Editorial.SmallTalk
net nï¿½ideg	smalltalk.confirmation.no	Editorial.SmallTalk
Nee Merci	smalltalk.confirmation.no	Editorial.SmallTalk
nee sorry	smalltalk.confirmation.no	Editorial.SmallTalk
net maachen	smalltalk.confirmation.no	Editorial.SmallTalk
nï¿½t haut	smalltalk.confirmation.no	Editorial.SmallTalk
nee et ass net	smalltalk.confirmation.no	Editorial.SmallTalk
absolut net	smalltalk.confirmation.no	Editorial.SmallTalk
net dat	smalltalk.confirmation.no	Editorial.SmallTalk
noo	smalltalk.confirmation.no	Editorial.SmallTalk
nee	smalltalk.confirmation.no	Editorial.SmallTalk
Ech wï¿½ll net	smalltalk.confirmation.no	Editorial.SmallTalk
nee ech gï¿½if net	smalltalk.confirmation.no	Editorial.SmallTalk
loosst eis net	smalltalk.confirmation.no	Editorial.SmallTalk
net nï¿½ideg	smalltalk.confirmation.no	Editorial.SmallTalk
net dï¿½s Kï¿½ier	smalltalk.confirmation.no	Editorial.SmallTalk
nee maach dat net	smalltalk.confirmation.no	Editorial.SmallTalk
merci awer nee merci	smalltalk.confirmation.no	Editorial.SmallTalk
nee dat ass falsch	smalltalk.confirmation.no	Editorial.SmallTalk
net dï¿½st	smalltalk.confirmation.no	Editorial.SmallTalk
definitiv net	smalltalk.confirmation.no	Editorial.SmallTalk
net zu dï¿½ser Zï¿½it	smalltalk.confirmation.no	Editorial.SmallTalk
net genee	smalltalk.confirmation.no	Editorial.SmallTalk
nee net	smalltalk.confirmation.no	Editorial.SmallTalk
net wierklech nee	smalltalk.confirmation.no	Editorial.SmallTalk
nee merci net grad elo	smalltalk.confirmation.no	Editorial.SmallTalk
eigentlech nee	smalltalk.confirmation.no	Editorial.SmallTalk
nee loosst et	smalltalk.confirmation.no	Editorial.SmallTalk
sorry nee	smalltalk.confirmation.no	Editorial.SmallTalk
nee falsch	smalltalk.confirmation.no	Editorial.SmallTalk
nee sorry	smalltalk.confirmation.no	Editorial.SmallTalk
Ech soen nee	smalltalk.confirmation.no	Editorial.SmallTalk
net wierklech	smalltalk.confirmation.no	Editorial.SmallTalk
net grad elo merci	smalltalk.confirmation.no	Editorial.SmallTalk
Ech mengen nee	smalltalk.confirmation.no	Editorial.SmallTalk
absolut nee	smalltalk.confirmation.no	Editorial.SmallTalk
nee eigentlech	smalltalk.confirmation.no	Editorial.SmallTalk
anscheinend net	smalltalk.confirmation.no	Editorial.SmallTalk
nee net	smalltalk.confirmation.no	Editorial.SmallTalk
nee just nee	smalltalk.confirmation.no	Editorial.SmallTalk
nee mee merci	smalltalk.confirmation.no	Editorial.SmallTalk
net nï¿½ideg merci	smalltalk.confirmation.no	Editorial.SmallTalk
nee merci awer	smalltalk.confirmation.no	Editorial.SmallTalk
nee villmols merci	smalltalk.confirmation.no	Editorial.SmallTalk
nee merci net grad elo	smalltalk.confirmation.no	Editorial.SmallTalk
nee vergiessen	smalltalk.confirmation.no	Editorial.SmallTalk
wait eng zweet	smalltalk.dialog.hold_on	Editorial.SmallTalk
kï¿½nnt Dir waarden	smalltalk.dialog.hold_on	Editorial.SmallTalk
wait weg	smalltalk.dialog.hold_on	Editorial.SmallTalk
waart	smalltalk.dialog.hold_on	Editorial.SmallTalk
wait	smalltalk.dialog.hold_on	Editorial.SmallTalk
oh waart	smalltalk.dialog.hold_on	Editorial.SmallTalk
wait halen op	smalltalk.dialog.hold_on	Editorial.SmallTalk
net pressï¿½iert	smalltalk.dialog.hold_on	Editorial.SmallTalk
wï¿½ll krï¿½ischen	smalltalk.dialog.hug	Editorial.SmallTalk
knuff dech	smalltalk.dialog.hug	Editorial.SmallTalk
wï¿½lls du en ï¿½mklammen	smalltalk.dialog.hug	Editorial.SmallTalk
kann ech dech ï¿½mklammen	smalltalk.dialog.hug	Editorial.SmallTalk
Kï¿½nnt Dir mir en ï¿½mklammen	smalltalk.dialog.hug	Editorial.SmallTalk
Ech wï¿½ll en ï¿½mklammen	smalltalk.dialog.hug	Editorial.SmallTalk
umarm	smalltalk.dialog.hug	Editorial.SmallTalk
ï¿½maarm mech	smalltalk.dialog.hug	Editorial.SmallTalk
gekï¿½mmert	smalltalk.dialog.hug	Editorial.SmallTalk
du hues geknackt	smalltalk.dialog.hug	Editorial.SmallTalk
ï¿½mklammen	smalltalk.dialog.hug	Editorial.SmallTalk
knackt mech	smalltalk.dialog.hug	Editorial.SmallTalk
huet mech geknackt	smalltalk.dialog.hug	Editorial.SmallTalk
wï¿½ll en kram	smalltalk.dialog.hug	Editorial.SmallTalk
eng Emarmung	smalltalk.dialog.hug	Editorial.SmallTalk
Et ass mir egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
Ech soll net iwwer dï¿½st egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
Wat och ï¿½mmer	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
mir egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
Et ass mir egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
net egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
egal egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
egal egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
guer net egal	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
Entschï¿½lleg mech	smalltalk.dialog.sorry	Editorial.SmallTalk
entschï¿½llegen	smalltalk.dialog.sorry	Editorial.SmallTalk
ech entschï¿½llege mech	smalltalk.dialog.sorry	Editorial.SmallTalk
Entschï¿½llegt	smalltalk.dialog.sorry	Editorial.SmallTalk
Et deet mir leed	smalltalk.dialog.sorry	Editorial.SmallTalk
et deet mir esou leed	smalltalk.dialog.sorry	Editorial.SmallTalk
meng Excusen	smalltalk.dialog.sorry	Editorial.SmallTalk
entschï¿½llegt	smalltalk.dialog.sorry	Editorial.SmallTalk
entschï¿½llegt mech	smalltalk.dialog.sorry	Editorial.SmallTalk
Entschï¿½llegung	smalltalk.dialog.sorry	Editorial.SmallTalk
entschï¿½llegt	smalltalk.dialog.sorry	Editorial.SmallTalk
ech bieden dech ï¿½m Verzeiung	smalltalk.dialog.sorry	Editorial.SmallTalk
pardon	smalltalk.dialog.sorry	Editorial.SmallTalk
Ech sot sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
Et deet mir wierklech leed	smalltalk.dialog.sorry	Editorial.SmallTalk
vergï¿½ff mer	smalltalk.dialog.sorry	Editorial.SmallTalk
sorry doriwwer	smalltalk.dialog.sorry	Editorial.SmallTalk
entschï¿½llegt iwwer dï¿½st	smalltalk.dialog.sorry	Editorial.SmallTalk
wierklech sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
ganz sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
ok sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
Ech wï¿½ll sorry soen	smalltalk.dialog.sorry	Editorial.SmallTalk
ok et deet mir leed	smalltalk.dialog.sorry	Editorial.SmallTalk
okay et deet mir leed	smalltalk.dialog.sorry	Editorial.SmallTalk
wat mengs du genee	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
wat mengs du	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
ass dat wat Dir mengt	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
wat mengs du genee	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
mee wat mengs du	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
dat war falsch	smalltalk.dialog.wrong	Editorial.SmallTalk
dat hunn ech net gefrot	smalltalk.dialog.wrong	Editorial.SmallTalk
dat ass falsch	smalltalk.dialog.wrong	Editorial.SmallTalk
falsch	smalltalk.dialog.wrong	Editorial.SmallTalk
et ass net richteg	smalltalk.dialog.wrong	Editorial.SmallTalk
dat stï¿½mmt net	smalltalk.dialog.wrong	Editorial.SmallTalk
et ass falsch	smalltalk.dialog.wrong	Editorial.SmallTalk
dat ass falsch	smalltalk.dialog.wrong	Editorial.SmallTalk
falsch	smalltalk.dialog.wrong	Editorial.SmallTalk
net richteg	smalltalk.dialog.wrong	Editorial.SmallTalk
du bass falsch	smalltalk.dialog.wrong	Editorial.SmallTalk
net richteg	smalltalk.dialog.wrong	Editorial.SmallTalk
ehc	smalltalk.emotions.ha_ha	Editorial.SmallTalk
lol	smalltalk.emotions.ha_ha	Editorial.SmallTalk
xd	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahahah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
aah lol	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haart laachen	smalltalk.emotions.ha_ha	Editorial.SmallTalk
LMAO	smalltalk.emotions.ha_ha	Editorial.SmallTalk
dat ass witzeg	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ah ah ah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
aah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahaha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahahaha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha ha ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha ha ha ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha witzeg	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha haha haha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha dat ass witzeg	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha ganz witzeg	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hahaha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hahaha witzeg	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hahaha ganz witzeg	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hien	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hehe	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hehehe	smalltalk.emotions.ha_ha	Editorial.SmallTalk
lmao	smalltalk.emotions.ha_ha	Editorial.SmallTalk
Wow	smalltalk.emotions.wow	Editorial.SmallTalk
wow wow	smalltalk.emotions.wow	Editorial.SmallTalk
wow wow wow	smalltalk.emotions.wow	Editorial.SmallTalk
woow	smalltalk.emotions.wow	Editorial.SmallTalk
woah	smalltalk.emotions.wow	Editorial.SmallTalk
ok bis spï¿½it	smalltalk.greetings.bye	Editorial.SmallTalk
hoffen dech mï¿½i spï¿½it ze gesinn	smalltalk.greetings.bye	Editorial.SmallTalk
bis glï¿½ich	smalltalk.greetings.bye	Editorial.SmallTalk
bis nï¿½chste Kï¿½ier	smalltalk.greetings.bye	Editorial.SmallTalk
Ech muss goen	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
bis geschwï¿½nn	smalltalk.greetings.bye	Editorial.SmallTalk
bis geschwï¿½nn	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi bis gesinn	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi bis geschwï¿½nn	smalltalk.greetings.bye	Editorial.SmallTalk
adieu pass op	smalltalk.greetings.bye	Editorial.SmallTalk
Ech sot ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
egal ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
elo adieu	smalltalk.greetings.bye	Editorial.SmallTalk
dat ass alles ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
dat ass et ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
Looss mech eleng	smalltalk.greetings.bye	Editorial.SmallTalk
an d'Bett goen	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi fir elo	smalltalk.greetings.bye	Editorial.SmallTalk
schwï¿½tzt mï¿½i spï¿½it mat Iech	smalltalk.greetings.bye	Editorial.SmallTalk
du kanns elo goen	smalltalk.greetings.bye	Editorial.SmallTalk
verluer goen	smalltalk.greetings.bye	Editorial.SmallTalk
ï¿½ddi bis spï¿½ider	smalltalk.greetings.bye	Editorial.SmallTalk
ok bye	smalltalk.greetings.bye	Editorial.SmallTalk
gesinn dech	smalltalk.greetings.bye	Editorial.SmallTalk
merci ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
ok bye	smalltalk.greetings.bye	Editorial.SmallTalk
ok merci ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
bis muer	smalltalk.greetings.bye	Editorial.SmallTalk
ok ï¿½ddi	smalltalk.greetings.bye	Editorial.SmallTalk
Gudden Owend	smalltalk.greetings.goodevening	Editorial.SmallTalk
gudden Owend fir Iech	smalltalk.greetings.goodevening	Editorial.SmallTalk
hey gudden Owend	smalltalk.greetings.goodevening	Editorial.SmallTalk
moien gudden Owend	smalltalk.greetings.goodevening	Editorial.SmallTalk
Owend	smalltalk.greetings.goodevening	Editorial.SmallTalk
gudden Owend do	smalltalk.greetings.goodevening	Editorial.SmallTalk
Gudde Moien	smalltalk.greetings.goodmorning	Editorial.SmallTalk
gudde Moien Iech	smalltalk.greetings.goodmorning	Editorial.SmallTalk
Moien gudde Moien	smalltalk.greetings.goodmorning	Editorial.SmallTalk
Iech e schï¿½ine Moien	smalltalk.greetings.goodmorning	Editorial.SmallTalk
Iech e schï¿½ine Moien	smalltalk.greetings.goodmorning	Editorial.SmallTalk
Moien	smalltalk.greetings.goodmorning	Editorial.SmallTalk
gudde Moien do	smalltalk.greetings.goodmorning	Editorial.SmallTalk
top vun de Moien un Iech	smalltalk.greetings.goodmorning	Editorial.SmallTalk
e gudde Moien	smalltalk.greetings.goodmorning	Editorial.SmallTalk
moien moien	smalltalk.greetings.goodmorning	Editorial.SmallTalk
an e gudde Moien fir Iech	smalltalk.greetings.goodmorning	Editorial.SmallTalk
gudde Moien och	smalltalk.greetings.goodmorning	Editorial.SmallTalk
sï¿½iss Dreem	smalltalk.greetings.goodnight	Editorial.SmallTalk
Gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
Gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
gutt Nuecht fir Iech	smalltalk.greetings.goodnight	Editorial.SmallTalk
merci gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
  ï¿½ddi gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
gutt Nuecht ï¿½ddi	smalltalk.greetings.goodnight	Editorial.SmallTalk
ï¿½ddi gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
gutt gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
gutt Nuecht fir elo	smalltalk.greetings.goodnight	Editorial.SmallTalk
Gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
merci gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
gutt Nuecht bis muer	smalltalk.greetings.goodnight	Editorial.SmallTalk
gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
gutt Owend	smalltalk.greetings.goodnight	Editorial.SmallTalk
ok eng gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
Gutt Nuecht	smalltalk.greetings.goodnight	Editorial.SmallTalk
Laang net gesinn	smalltalk.greetings.hello	Editorial.SmallTalk
Hallo	smalltalk.greetings.hello	Editorial.SmallTalk
Salut	smalltalk.greetings.hello	Editorial.SmallTalk
moien	smalltalk.greetings.hello	Editorial.SmallTalk
Moien	smalltalk.greetings.hello	Editorial.SmallTalk
hei	smalltalk.greetings.hello	Editorial.SmallTalk
Grï¿½iss	smalltalk.greetings.hello	Editorial.SmallTalk
Ech begrï¿½issen dech	smalltalk.greetings.hello	Editorial.SmallTalk
Moien alleguer	smalltalk.greetings.hello	Editorial.SmallTalk
Moien	smalltalk.greetings.hello	Editorial.SmallTalk
schï¿½inen Dag ass et net	smalltalk.greetings.hello	Editorial.SmallTalk
Moien erï¿½m	smalltalk.greetings.hello	Editorial.SmallTalk
wï¿½ert just Salut soen	smalltalk.greetings.hello	Editorial.SmallTalk
e gudden Dag	smalltalk.greetings.hello	Editorial.SmallTalk
Mï¿½tteg	smalltalk.greetings.hello	Editorial.SmallTalk
moien moien	smalltalk.greetings.hello	Editorial.SmallTalk
hei	smalltalk.greetings.hello	Editorial.SmallTalk
wï¿½i ass ï¿½re Moien bis elo	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et dir weider	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass ï¿½ren Dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
Wï¿½i geet et	smalltalk.greetings.how_are_you	Editorial.SmallTalk
ass alles gutt	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et mat de Saachen	smalltalk.greetings.how_are_you	Editorial.SmallTalk
bass du gutt	smalltalk.greetings.how_are_you	Editorial.SmallTalk
bass du ok	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i fillt Dir Iech	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et dir	smalltalk.greetings.how_are_you	Editorial.SmallTalk
ass alles an der Rei	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et dir haut	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et dir?	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wei fills du dech	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass et der gaang	smalltalk.greetings.how_are_you	Editorial.SmallTalk
Wï¿½i ass et	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et	smalltalk.greetings.how_are_you	Editorial.SmallTalk
Wei war dain Daag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
Wï¿½i geet et haut	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass ï¿½ren Owend	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i war dï¿½in Dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
hues du e gudden dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
hoffen ï¿½ren Dag geet gutt	smalltalk.greetings.how_are_you	Editorial.SmallTalk
hoffen dir hudd een flotten Owend	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et	smalltalk.greetings.how_are_you	Editorial.SmallTalk
"Mir geet et gutt, an dir"	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass dï¿½i Liewen	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i war ï¿½ren Dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et ï¿½re Moien	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass ï¿½ren Dag verlaf	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass et mat dir	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass ï¿½ren Dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass ï¿½ren Dag weider	smalltalk.greetings.how_are_you	Editorial.SmallTalk
