Question	Answer	Source
that's true	smalltalk.agent.right	Editorial.SmallTalk
you are right	smalltalk.agent.right	Editorial.SmallTalk
you're definitely right	smalltalk.agent.right	Editorial.SmallTalk
you're not wrong	smalltalk.agent.right	Editorial.SmallTalk
you're telling the truth	smalltalk.agent.right	Editorial.SmallTalk
what you say is true	smalltalk.agent.right	Editorial.SmallTalk
true	smalltalk.agent.right	Editorial.SmallTalk
it is true	smalltalk.agent.right	Editorial.SmallTalk
it's right	smalltalk.agent.right	Editorial.SmallTalk
it's the truth	smalltalk.agent.right	Editorial.SmallTalk
it's true	smalltalk.agent.right	Editorial.SmallTalk
that is correct	smalltalk.agent.right	Editorial.SmallTalk
that is right	smalltalk.agent.right	Editorial.SmallTalk
that is true	smalltalk.agent.right	Editorial.SmallTalk
that is very true	smalltalk.agent.right	Editorial.SmallTalk
that's so true	smalltalk.agent.right	Editorial.SmallTalk
you are correct	smalltalk.agent.right	Editorial.SmallTalk
you are so right	smalltalk.agent.right	Editorial.SmallTalk
you're absolutely right	smalltalk.agent.right	Editorial.SmallTalk
you're right about that	smalltalk.agent.right	Editorial.SmallTalk
I know that's right	smalltalk.agent.right	Editorial.SmallTalk
that's correct	smalltalk.confirmation.yes	Editorial.SmallTalk
it's fine	smalltalk.confirmation.yes	Editorial.SmallTalk
go ahead	smalltalk.confirmation.yes	Editorial.SmallTalk
sounds good	smalltalk.confirmation.yes	Editorial.SmallTalk
okay	smalltalk.confirmation.yes	Editorial.SmallTalk
yes	smalltalk.confirmation.yes	Editorial.SmallTalk
ok	smalltalk.confirmation.yes	Editorial.SmallTalk
okie dokie	smalltalk.confirmation.yes	Editorial.SmallTalk
sure	smalltalk.confirmation.yes	Editorial.SmallTalk
go for it	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah	smalltalk.confirmation.yes	Editorial.SmallTalk
yea	smalltalk.confirmation.yes	Editorial.SmallTalk
do it	smalltalk.confirmation.yes	Editorial.SmallTalk
of course	smalltalk.confirmation.yes	Editorial.SmallTalk
I guess	smalltalk.confirmation.yes	Editorial.SmallTalk
correct	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah sure	smalltalk.confirmation.yes	Editorial.SmallTalk
why not	smalltalk.confirmation.yes	Editorial.SmallTalk
please do	smalltalk.confirmation.yes	Editorial.SmallTalk
sure is	smalltalk.confirmation.yes	Editorial.SmallTalk
I agree	smalltalk.confirmation.yes	Editorial.SmallTalk
I don't mind	smalltalk.confirmation.yes	Editorial.SmallTalk
certainly	smalltalk.confirmation.yes	Editorial.SmallTalk
exactly	smalltalk.confirmation.yes	Editorial.SmallTalk
yes I agree	smalltalk.confirmation.yes	Editorial.SmallTalk
I think so	smalltalk.confirmation.yes	Editorial.SmallTalk
yes it is	smalltalk.confirmation.yes	Editorial.SmallTalk
right	smalltalk.confirmation.yes	Editorial.SmallTalk
okay then	smalltalk.confirmation.yes	Editorial.SmallTalk
yes of course	smalltalk.confirmation.yes	Editorial.SmallTalk
yes I do	smalltalk.confirmation.yes	Editorial.SmallTalk
that s okay	smalltalk.confirmation.yes	Editorial.SmallTalk
I do	smalltalk.confirmation.yes	Editorial.SmallTalk
yup	smalltalk.confirmation.yes	Editorial.SmallTalk
ya	smalltalk.confirmation.yes	Editorial.SmallTalk
oh yes	smalltalk.confirmation.yes	Editorial.SmallTalk
yes sure	smalltalk.confirmation.yes	Editorial.SmallTalk
obviously	smalltalk.confirmation.yes	Editorial.SmallTalk
k	smalltalk.confirmation.yes	Editorial.SmallTalk
sure why not	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah right	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah of course	smalltalk.confirmation.yes	Editorial.SmallTalk
absolutely	smalltalk.confirmation.yes	Editorial.SmallTalk
yes indeed	smalltalk.confirmation.yes	Editorial.SmallTalk
ok sure	smalltalk.confirmation.yes	Editorial.SmallTalk
ok yes	smalltalk.confirmation.yes	Editorial.SmallTalk
yes correct	smalltalk.confirmation.yes	Editorial.SmallTalk
ok thank you	smalltalk.confirmation.yes	Editorial.SmallTalk
sure thing	smalltalk.confirmation.yes	Editorial.SmallTalk
ye	smalltalk.confirmation.yes	Editorial.SmallTalk
confirm	smalltalk.confirmation.yes	Editorial.SmallTalk
yep	smalltalk.confirmation.yes	Editorial.SmallTalk
looks good	smalltalk.confirmation.yes	Editorial.SmallTalk
yes thank you	smalltalk.confirmation.yes	Editorial.SmallTalk
definitely	smalltalk.confirmation.yes	Editorial.SmallTalk
yes right	smalltalk.confirmation.yes	Editorial.SmallTalk
yes I would like to	smalltalk.confirmation.yes	Editorial.SmallTalk
alrighty	smalltalk.confirmation.yes	Editorial.SmallTalk
yes definitely	smalltalk.confirmation.yes	Editorial.SmallTalk
yeh	smalltalk.confirmation.yes	Editorial.SmallTalk
yes it is correct	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah that's right	smalltalk.confirmation.yes	Editorial.SmallTalk
ok you can	smalltalk.confirmation.yes	Editorial.SmallTalk
yap	smalltalk.confirmation.yes	Editorial.SmallTalk
yes you may	smalltalk.confirmation.yes	Editorial.SmallTalk
confirmed	smalltalk.confirmation.yes	Editorial.SmallTalk
of course why not	smalltalk.confirmation.yes	Editorial.SmallTalk
yes that's fine	smalltalk.confirmation.yes	Editorial.SmallTalk
affirmative	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah go ahead	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah I'm sure	smalltalk.confirmation.yes	Editorial.SmallTalk
okay sounds good	smalltalk.confirmation.yes	Editorial.SmallTalk
okay that's fine	smalltalk.confirmation.yes	Editorial.SmallTalk
yeah exactly	smalltalk.confirmation.yes	Editorial.SmallTalk
that is ok	smalltalk.confirmation.yes	Editorial.SmallTalk
this is correct	smalltalk.confirmation.yes	Editorial.SmallTalk
ok go ahead	smalltalk.confirmation.yes	Editorial.SmallTalk
yes this is correct	smalltalk.confirmation.yes	Editorial.SmallTalk
nevermind its okay	smalltalk.confirmation.yes	Editorial.SmallTalk
okey	smalltalk.confirmation.yes	Editorial.SmallTalk
yes for sure	smalltalk.confirmation.yes	Editorial.SmallTalk
all right	smalltalk.confirmation.yes	Editorial.SmallTalk
are you sure	smalltalk.agent.sure	Editorial.SmallTalk
are you sure right now	smalltalk.agent.sure	Editorial.SmallTalk
are you sure today	smalltalk.agent.sure	Editorial.SmallTalk
are you sure now	smalltalk.agent.sure	Editorial.SmallTalk
are you sure tonight	smalltalk.agent.sure	Editorial.SmallTalk
why aren't you talking to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
do you want to chat with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
will you talk to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
talk to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
are you going to talk to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
are you talking to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
can you chat with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
can you speak with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
can you talk to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
can you talk with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
say	smalltalk.agent.talk_to_me	Editorial.SmallTalk
talk	smalltalk.agent.talk_to_me	Editorial.SmallTalk
chat with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
just chat with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
speak to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
speak with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
talk with me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
why don't you talk to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
you can talk to me	smalltalk.agent.talk_to_me	Editorial.SmallTalk
are you there	smalltalk.agent.there	Editorial.SmallTalk
you are there	smalltalk.agent.there	Editorial.SmallTalk
are you near me	smalltalk.agent.there	Editorial.SmallTalk
are you here	smalltalk.agent.there	Editorial.SmallTalk
are you still there	smalltalk.agent.there	Editorial.SmallTalk
you are here	smalltalk.agent.there	Editorial.SmallTalk
you still there	smalltalk.agent.there	Editorial.SmallTalk
are you still here	smalltalk.agent.there	Editorial.SmallTalk
pretty bad	smalltalk.appraisal.bad	Editorial.SmallTalk
not good enough	smalltalk.appraisal.bad	Editorial.SmallTalk
that was lame	smalltalk.appraisal.bad	Editorial.SmallTalk
that was terrible	smalltalk.appraisal.bad	Editorial.SmallTalk
it is bad	smalltalk.appraisal.bad	Editorial.SmallTalk
that's bad	smalltalk.appraisal.bad	Editorial.SmallTalk
this is bad	smalltalk.appraisal.bad	Editorial.SmallTalk
not good	smalltalk.appraisal.bad	Editorial.SmallTalk
I'm afraid it's bad	smalltalk.appraisal.bad	Editorial.SmallTalk
no it's bad	smalltalk.appraisal.bad	Editorial.SmallTalk
that was awful	smalltalk.appraisal.bad	Editorial.SmallTalk
bad	smalltalk.appraisal.bad	Editorial.SmallTalk
so bad	smalltalk.appraisal.bad	Editorial.SmallTalk
this is too bad	smalltalk.appraisal.bad	Editorial.SmallTalk
terrible	smalltalk.appraisal.bad	Editorial.SmallTalk
horrible	smalltalk.appraisal.bad	Editorial.SmallTalk
horrific	smalltalk.appraisal.bad	Editorial.SmallTalk
abysmal	smalltalk.appraisal.bad	Editorial.SmallTalk
it's bad	smalltalk.appraisal.bad	Editorial.SmallTalk
no good	smalltalk.appraisal.bad	Editorial.SmallTalk
that was bad	smalltalk.appraisal.bad	Editorial.SmallTalk
that was horrible	smalltalk.appraisal.bad	Editorial.SmallTalk
that's lame	smalltalk.appraisal.bad	Editorial.SmallTalk
that's not good	smalltalk.appraisal.bad	Editorial.SmallTalk
that's terrible	smalltalk.appraisal.bad	Editorial.SmallTalk
that's too bad	smalltalk.appraisal.bad	Editorial.SmallTalk
this is not good	smalltalk.appraisal.bad	Editorial.SmallTalk
too bad	smalltalk.appraisal.bad	Editorial.SmallTalk
very bad	smalltalk.appraisal.bad	Editorial.SmallTalk
bad girl	smalltalk.appraisal.bad	Editorial.SmallTalk
it's not good	smalltalk.appraisal.bad	Editorial.SmallTalk
not so good	smalltalk.appraisal.bad	Editorial.SmallTalk
it's very bad	smalltalk.appraisal.bad	Editorial.SmallTalk
it's too bad	smalltalk.appraisal.bad	Editorial.SmallTalk
that's not good enough	smalltalk.appraisal.bad	Editorial.SmallTalk
well too bad	smalltalk.appraisal.bad	Editorial.SmallTalk
bad very bad	smalltalk.appraisal.bad	Editorial.SmallTalk
it's so bad	smalltalk.appraisal.bad	Editorial.SmallTalk
really bad	smalltalk.appraisal.bad	Editorial.SmallTalk
it's really bad	smalltalk.appraisal.bad	Editorial.SmallTalk
bad idea	smalltalk.appraisal.bad	Editorial.SmallTalk
that is bad	smalltalk.appraisal.bad	Editorial.SmallTalk
that was not good	smalltalk.appraisal.bad	Editorial.SmallTalk
it's not so good	smalltalk.appraisal.bad	Editorial.SmallTalk
not a good one	smalltalk.appraisal.bad	Editorial.SmallTalk
oh that's not good	smalltalk.appraisal.bad	Editorial.SmallTalk
not too good	smalltalk.appraisal.bad	Editorial.SmallTalk
so lame	smalltalk.appraisal.bad	Editorial.SmallTalk
that's really bad	smalltalk.appraisal.bad	Editorial.SmallTalk
it is too bad	smalltalk.appraisal.bad	Editorial.SmallTalk
bad really bad	smalltalk.appraisal.bad	Editorial.SmallTalk
so cool	smalltalk.appraisal.good	Editorial.SmallTalk
cool	smalltalk.appraisal.good	Editorial.SmallTalk
that is good	smalltalk.appraisal.good	Editorial.SmallTalk
glad to hear that	smalltalk.appraisal.good	Editorial.SmallTalk
that's very nice of you	smalltalk.appraisal.good	Editorial.SmallTalk
terrific	smalltalk.appraisal.good	Editorial.SmallTalk
it's amazing	smalltalk.appraisal.good	Editorial.SmallTalk
that's awesome	smalltalk.appraisal.good	Editorial.SmallTalk
perfect	smalltalk.appraisal.good	Editorial.SmallTalk
excellent	smalltalk.appraisal.good	Editorial.SmallTalk
that's great	smalltalk.appraisal.good	Editorial.SmallTalk
it's good	smalltalk.appraisal.good	Editorial.SmallTalk
it's great	smalltalk.appraisal.good	Editorial.SmallTalk
fine	smalltalk.appraisal.good	Editorial.SmallTalk
good	smalltalk.appraisal.good	Editorial.SmallTalk
nice	smalltalk.appraisal.good	Editorial.SmallTalk
that's fine	smalltalk.appraisal.good	Editorial.SmallTalk
very good	smalltalk.appraisal.good	Editorial.SmallTalk
amazing	smalltalk.appraisal.good	Editorial.SmallTalk
fantastic	smalltalk.appraisal.good	Editorial.SmallTalk
great	smalltalk.appraisal.good	Editorial.SmallTalk
good very good	smalltalk.appraisal.good	Editorial.SmallTalk
that's very good	smalltalk.appraisal.good	Editorial.SmallTalk
really good	smalltalk.appraisal.good	Editorial.SmallTalk
it is fine	smalltalk.appraisal.good	Editorial.SmallTalk
it is good	smalltalk.appraisal.good	Editorial.SmallTalk
it's perfect	smalltalk.appraisal.good	Editorial.SmallTalk
much better	smalltalk.appraisal.good	Editorial.SmallTalk
not bad	smalltalk.appraisal.good	Editorial.SmallTalk
not too bad	smalltalk.appraisal.good	Editorial.SmallTalk
it's very good	smalltalk.appraisal.good	Editorial.SmallTalk
marvelous	smalltalk.appraisal.good	Editorial.SmallTalk
that's nice	smalltalk.appraisal.good	Editorial.SmallTalk
pleasant	smalltalk.appraisal.good	Editorial.SmallTalk
pretty good	smalltalk.appraisal.good	Editorial.SmallTalk
really nice	smalltalk.appraisal.good	Editorial.SmallTalk
splendid	smalltalk.appraisal.good	Editorial.SmallTalk
straight	smalltalk.appraisal.good	Editorial.SmallTalk
super	smalltalk.appraisal.good	Editorial.SmallTalk
super fantastic	smalltalk.appraisal.good	Editorial.SmallTalk
sweet	smalltalk.appraisal.good	Editorial.SmallTalk
really well	smalltalk.appraisal.good	Editorial.SmallTalk
very well	smalltalk.appraisal.good	Editorial.SmallTalk
that is awesome	smalltalk.appraisal.good	Editorial.SmallTalk
that is nice	smalltalk.appraisal.good	Editorial.SmallTalk
that is wonderful	smalltalk.appraisal.good	Editorial.SmallTalk
that was amazing	smalltalk.appraisal.good	Editorial.SmallTalk
that was awesome	smalltalk.appraisal.good	Editorial.SmallTalk
that was cute	smalltalk.appraisal.good	Editorial.SmallTalk
that was pretty good	smalltalk.appraisal.good	Editorial.SmallTalk
that was very good	smalltalk.appraisal.good	Editorial.SmallTalk
that's a good idea	smalltalk.appraisal.good	Editorial.SmallTalk
that's a good thing	smalltalk.appraisal.good	Editorial.SmallTalk
that's amazing	smalltalk.appraisal.good	Editorial.SmallTalk
that's awesome thank you	smalltalk.appraisal.good	Editorial.SmallTalk
that's better	smalltalk.appraisal.good	Editorial.SmallTalk
that's cute	smalltalk.appraisal.good	Editorial.SmallTalk
that's fantastic	smalltalk.appraisal.good	Editorial.SmallTalk
that's much better	smalltalk.appraisal.good	Editorial.SmallTalk
that's nice of you	smalltalk.appraisal.good	Editorial.SmallTalk
that's not bad	smalltalk.appraisal.good	Editorial.SmallTalk
that's perfect	smalltalk.appraisal.good	Editorial.SmallTalk
that's pretty good	smalltalk.appraisal.good	Editorial.SmallTalk
that's really good	smalltalk.appraisal.good	Editorial.SmallTalk
that's really nice	smalltalk.appraisal.good	Editorial.SmallTalk
that's sweet of you	smalltalk.appraisal.good	Editorial.SmallTalk
that's very nice	smalltalk.appraisal.good	Editorial.SmallTalk
that's wonderful	smalltalk.appraisal.good	Editorial.SmallTalk
this is awesome	smalltalk.appraisal.good	Editorial.SmallTalk
this is good	smalltalk.appraisal.good	Editorial.SmallTalk
this is great	smalltalk.appraisal.good	Editorial.SmallTalk
very nice	smalltalk.appraisal.good	Editorial.SmallTalk
very then	smalltalk.appraisal.good	Editorial.SmallTalk
wonderful	smalltalk.appraisal.good	Editorial.SmallTalk
I'm glad to hear that	smalltalk.appraisal.good	Editorial.SmallTalk
ok good	smalltalk.appraisal.good	Editorial.SmallTalk
good for you	smalltalk.appraisal.good	Editorial.SmallTalk
good to know	smalltalk.appraisal.good	Editorial.SmallTalk
glad to hear it	smalltalk.appraisal.good	Editorial.SmallTalk
so good	smalltalk.appraisal.good	Editorial.SmallTalk
so sweet of you	smalltalk.appraisal.good	Editorial.SmallTalk
it was good	smalltalk.appraisal.good	Editorial.SmallTalk
oh well	smalltalk.appraisal.good	Editorial.SmallTalk
good thing	smalltalk.appraisal.good	Editorial.SmallTalk
that was good	smalltalk.appraisal.good	Editorial.SmallTalk
it's awesome	smalltalk.appraisal.good	Editorial.SmallTalk
okay good	smalltalk.appraisal.good	Editorial.SmallTalk
no it's okay	smalltalk.appraisal.good	Editorial.SmallTalk
that's fine	smalltalk.appraisal.good	Editorial.SmallTalk
no worries	smalltalk.appraisal.no_problem	Editorial.SmallTalk
no probs	smalltalk.appraisal.no_problem	Editorial.SmallTalk
no problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
there's no problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
sure no problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
no problem about that	smalltalk.appraisal.no_problem	Editorial.SmallTalk
don't worry	smalltalk.appraisal.no_problem	Editorial.SmallTalk
don't worry there's no problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
you helped a lot thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
appreciate your help	smalltalk.appraisal.thank_you	Editorial.SmallTalk
cheers	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanks	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanks a lot	smalltalk.appraisal.thank_you	Editorial.SmallTalk
terrific thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
great thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanks so much	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thank you so much	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanks for your help	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thank you for your help	smalltalk.appraisal.thank_you	Editorial.SmallTalk
nice thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
I appreciate it	smalltalk.appraisal.thank_you	Editorial.SmallTalk
I thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thank you that will be all	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanks buddy	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanks love	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thank you my friend	smalltalk.appraisal.thank_you	Editorial.SmallTalk
well thanks	smalltalk.appraisal.thank_you	Editorial.SmallTalk
very good thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
good thanks	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanks again	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thank you again	smalltalk.appraisal.thank_you	Editorial.SmallTalk
all thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
alright thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
alright thanks	smalltalk.appraisal.thank_you	Editorial.SmallTalk
no thank you that's all	smalltalk.appraisal.thank_you	Editorial.SmallTalk
perfect thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
so nice of you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
well thank you	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thnx	smalltalk.appraisal.thank_you	Editorial.SmallTalk
thanx	smalltalk.appraisal.thank_you	Editorial.SmallTalk
that's my pleasure	smalltalk.appraisal.welcome	Editorial.SmallTalk
my pleasure	smalltalk.appraisal.welcome	Editorial.SmallTalk
anytime	smalltalk.appraisal.welcome	Editorial.SmallTalk
welcome	smalltalk.appraisal.welcome	Editorial.SmallTalk
you're welcome	smalltalk.appraisal.welcome	Editorial.SmallTalk
sure welcome	smalltalk.appraisal.welcome	Editorial.SmallTalk
welcome here	smalltalk.appraisal.welcome	Editorial.SmallTalk
you're so welcome	smalltalk.appraisal.welcome	Editorial.SmallTalk
anything you want	smalltalk.appraisal.welcome	Editorial.SmallTalk
good job	smalltalk.appraisal.well_done	Editorial.SmallTalk
great job	smalltalk.appraisal.well_done	Editorial.SmallTalk
way to go	smalltalk.appraisal.well_done	Editorial.SmallTalk
well done	smalltalk.appraisal.well_done	Editorial.SmallTalk
nice work	smalltalk.appraisal.well_done	Editorial.SmallTalk
great work	smalltalk.appraisal.well_done	Editorial.SmallTalk
amazing work	smalltalk.appraisal.well_done	Editorial.SmallTalk
bravo	smalltalk.appraisal.well_done	Editorial.SmallTalk
good work	smalltalk.appraisal.well_done	Editorial.SmallTalk
cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
abort	smalltalk.confirmation.cancel	Editorial.SmallTalk
annul	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel request	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancelled	smalltalk.confirmation.cancel	Editorial.SmallTalk
dismiss	smalltalk.confirmation.cancel	Editorial.SmallTalk
dismissed	smalltalk.confirmation.cancel	Editorial.SmallTalk
disregard	smalltalk.confirmation.cancel	Editorial.SmallTalk
disregard that	smalltalk.confirmation.cancel	Editorial.SmallTalk
skip	smalltalk.confirmation.cancel	Editorial.SmallTalk
skip it	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel everything	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel all	smalltalk.confirmation.cancel	Editorial.SmallTalk
forget about it	smalltalk.confirmation.cancel	Editorial.SmallTalk
forget	smalltalk.confirmation.cancel	Editorial.SmallTalk
don't do that	smalltalk.confirmation.cancel	Editorial.SmallTalk
stop	smalltalk.confirmation.cancel	Editorial.SmallTalk
just forget it	smalltalk.confirmation.cancel	Editorial.SmallTalk
forget that	smalltalk.confirmation.cancel	Editorial.SmallTalk
discard	smalltalk.confirmation.cancel	Editorial.SmallTalk
forget this	smalltalk.confirmation.cancel	Editorial.SmallTalk
just forget about it	smalltalk.confirmation.cancel	Editorial.SmallTalk
forget about that	smalltalk.confirmation.cancel	Editorial.SmallTalk
i said cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
just cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
nothing cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
just stop it	smalltalk.confirmation.cancel	Editorial.SmallTalk
no cancel cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
no just cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel my request	smalltalk.confirmation.cancel	Editorial.SmallTalk
can you cancel that	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel all that	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel this request	smalltalk.confirmation.cancel	Editorial.SmallTalk
no cancel this	smalltalk.confirmation.cancel	Editorial.SmallTalk
no cancel everything	smalltalk.confirmation.cancel	Editorial.SmallTalk
no stop	smalltalk.confirmation.cancel	Editorial.SmallTalk
just forget	smalltalk.confirmation.cancel	Editorial.SmallTalk
i want to cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
nevermind forget about it	smalltalk.confirmation.cancel	Editorial.SmallTalk
no just cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
nothing just forget it	smalltalk.confirmation.cancel	Editorial.SmallTalk
i said cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel the whole thing	smalltalk.confirmation.cancel	Editorial.SmallTalk
can you cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
so cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
i said forget it	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel all this	smalltalk.confirmation.cancel	Editorial.SmallTalk
forget it nevermind	smalltalk.confirmation.cancel	Editorial.SmallTalk
stop it	smalltalk.confirmation.cancel	Editorial.SmallTalk
i want to cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
i would like to cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
now cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel now	smalltalk.confirmation.cancel	Editorial.SmallTalk
sorry cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel that one	smalltalk.confirmation.cancel	Editorial.SmallTalk
skip skip skip	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel it cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
cancel that cancel that	smalltalk.confirmation.cancel	Editorial.SmallTalk
do nothing	smalltalk.confirmation.cancel	Editorial.SmallTalk
I said cancel cancel	smalltalk.confirmation.cancel	Editorial.SmallTalk
but can you cancel it	smalltalk.confirmation.cancel	Editorial.SmallTalk
how about no	smalltalk.confirmation.no	Editorial.SmallTalk
don t have a sense	smalltalk.confirmation.no	Editorial.SmallTalk
no	smalltalk.confirmation.no	Editorial.SmallTalk
don't	smalltalk.confirmation.no	Editorial.SmallTalk
I don't want that	smalltalk.confirmation.no	Editorial.SmallTalk
I disagree	smalltalk.confirmation.no	Editorial.SmallTalk
disagree	smalltalk.confirmation.no	Editorial.SmallTalk
I don't want	smalltalk.confirmation.no	Editorial.SmallTalk
not interested	smalltalk.confirmation.no	Editorial.SmallTalk
I don't think so	smalltalk.confirmation.no	Editorial.SmallTalk
no way	smalltalk.confirmation.no	Editorial.SmallTalk
no it isn't	smalltalk.confirmation.no	Editorial.SmallTalk
no I don't	smalltalk.confirmation.no	Editorial.SmallTalk
I'm not	smalltalk.confirmation.no	Editorial.SmallTalk
na	smalltalk.confirmation.no	Editorial.SmallTalk
no that's fine thank you	smalltalk.confirmation.no	Editorial.SmallTalk
never	smalltalk.confirmation.no	Editorial.SmallTalk
I said no	smalltalk.confirmation.no	Editorial.SmallTalk
of course not	smalltalk.confirmation.no	Editorial.SmallTalk
nah	smalltalk.confirmation.no	Editorial.SmallTalk
no tanks	smalltalk.confirmation.no	Editorial.SmallTalk
no never	smalltalk.confirmation.no	Editorial.SmallTalk
no need	smalltalk.confirmation.no	Editorial.SmallTalk
no thanks	smalltalk.confirmation.no	Editorial.SmallTalk
no sorry	smalltalk.confirmation.no	Editorial.SmallTalk
do not	smalltalk.confirmation.no	Editorial.SmallTalk
not today	smalltalk.confirmation.no	Editorial.SmallTalk
no it's not	smalltalk.confirmation.no	Editorial.SmallTalk
absolutely not	smalltalk.confirmation.no	Editorial.SmallTalk
not that	smalltalk.confirmation.no	Editorial.SmallTalk
nooo	smalltalk.confirmation.no	Editorial.SmallTalk
nope	smalltalk.confirmation.no	Editorial.SmallTalk
I don't want to	smalltalk.confirmation.no	Editorial.SmallTalk
no I would not	smalltalk.confirmation.no	Editorial.SmallTalk
let 's not	smalltalk.confirmation.no	Editorial.SmallTalk
not needed	smalltalk.confirmation.no	Editorial.SmallTalk
not this time	smalltalk.confirmation.no	Editorial.SmallTalk
no don't do that	smalltalk.confirmation.no	Editorial.SmallTalk
thanks but no thanks	smalltalk.confirmation.no	Editorial.SmallTalk
no that's wrong	smalltalk.confirmation.no	Editorial.SmallTalk
not this	smalltalk.confirmation.no	Editorial.SmallTalk
definitely not	smalltalk.confirmation.no	Editorial.SmallTalk
not at this time	smalltalk.confirmation.no	Editorial.SmallTalk
not exactly	smalltalk.confirmation.no	Editorial.SmallTalk
no don't	smalltalk.confirmation.no	Editorial.SmallTalk
not really no	smalltalk.confirmation.no	Editorial.SmallTalk
no thank you not right now	smalltalk.confirmation.no	Editorial.SmallTalk
actually no	smalltalk.confirmation.no	Editorial.SmallTalk
no leave it	smalltalk.confirmation.no	Editorial.SmallTalk
sorry no	smalltalk.confirmation.no	Editorial.SmallTalk
no incorrect	smalltalk.confirmation.no	Editorial.SmallTalk
nope sorry	smalltalk.confirmation.no	Editorial.SmallTalk
I say no	smalltalk.confirmation.no	Editorial.SmallTalk
not really	smalltalk.confirmation.no	Editorial.SmallTalk
