Question,Answer,Source
wo arbeitest du,smalltalk.agent.occupation,Editorial.SmallTalk
wo arbeitest du,smalltalk.agent.occupation,Editorial.SmallTalk
wo ist deine Arbeit,smalltalk.agent.occupation,Editorial.SmallTalk
wo ist dein Büro,smalltalk.agent.occupation,Editorial.SmallTalk
Wo ist Ihr Bürostandort?,smalltalk.agent.occupation,Editorial.SmallTalk
Ihr Bürostandort,smalltalk.agent.occupation,Editorial.SmallTalk
Wo befindet sich Ihr Büro?,smalltalk.agent.occupation,Editorial.SmallTalk
Was ist deine Arbeit?,smalltalk.agent.occupation,Editorial.SmallTalk
wurdest du hier geboren?,smalltalk.agent.origin,Editorial.SmallTalk
Wo wurden Sie geboren,smalltalk.agent.origin,Editorial.SmallTalk
Was ist dein Land,smalltalk.agent.origin,Editorial.SmallTalk
Woher kommst du,smalltalk.agent.origin,Editorial.SmallTalk
wo kommst du her,smalltalk.agent.origin,Editorial.SmallTalk
Woher kommst du?,smalltalk.agent.origin,Editorial.SmallTalk
Wo wurdest du geboren,smalltalk.agent.origin,Editorial.SmallTalk
von wo bist du,smalltalk.agent.origin,Editorial.SmallTalk
Bist du von weit her?,smalltalk.agent.origin,Editorial.SmallTalk
Was ist deine Heimat?,smalltalk.agent.origin,Editorial.SmallTalk
deine Heimat ist,smalltalk.agent.origin,Editorial.SmallTalk
sind Sie bereit,smalltalk.agent.ready,Editorial.SmallTalk
Bist du jetzt bereit?,smalltalk.agent.ready,Editorial.SmallTalk
Bist du heute bereit?,smalltalk.agent.ready,Editorial.SmallTalk
Bist du jetzt bereit,smalltalk.agent.ready,Editorial.SmallTalk
Bist du heute Abend bereit?,smalltalk.agent.ready,Editorial.SmallTalk
Warst du bereit?,smalltalk.agent.ready,Editorial.SmallTalk
Warst du bereit?,smalltalk.agent.ready,Editorial.SmallTalk
du bist echt,smalltalk.agent.real,Editorial.SmallTalk
Du bist kein Fake,smalltalk.agent.real,Editorial.SmallTalk
Bist du echt?,smalltalk.agent.real,Editorial.SmallTalk
Du bist so real,smalltalk.agent.real,Editorial.SmallTalk
"Ich glaube, du bist echt",smalltalk.agent.real,Editorial.SmallTalk
"Ich glaube nicht, dass du eine Fälschung bist",smalltalk.agent.real,Editorial.SmallTalk
"Ich nehme an, du bist echt",smalltalk.agent.real,Editorial.SmallTalk
"Ich bin froh, dass du echt bist",smalltalk.agent.real,Editorial.SmallTalk
bist du eine reale Person,smalltalk.agent.real,Editorial.SmallTalk
Bist du ein echter Mensch?,smalltalk.agent.real,Editorial.SmallTalk
Du bist eine echte Person,smalltalk.agent.real,Editorial.SmallTalk
du bist nicht echt,smalltalk.agent.real,Editorial.SmallTalk
Wo wohnst du,smalltalk.agent.residence,Editorial.SmallTalk
In welcher Stadt lebst du,smalltalk.agent.residence,Editorial.SmallTalk
Dein Wohnort,smalltalk.agent.residence,Editorial.SmallTalk
dein Haus,smalltalk.agent.residence,Editorial.SmallTalk
Ihr Haus,smalltalk.agent.residence,Editorial.SmallTalk
Deine Heimatstadt,smalltalk.agent.residence,Editorial.SmallTalk
Was ist deine Heimatstadt,smalltalk.agent.residence,Editorial.SmallTalk
Ist es deine Heimatstadt?,smalltalk.agent.residence,Editorial.SmallTalk
wo liegt deine Heimatstadt,smalltalk.agent.residence,Editorial.SmallTalk
Erzähl mir etwas über deine Stadt,smalltalk.agent.residence,Editorial.SmallTalk
Was ist deine Stadt,smalltalk.agent.residence,Editorial.SmallTalk
Was ist Ihr Wohnsitz?,smalltalk.agent.residence,Editorial.SmallTalk
Was ist deine Stadt?,smalltalk.agent.residence,Editorial.SmallTalk
Was ist deine Stadt?,smalltalk.agent.residence,Editorial.SmallTalk
Was ist dein Zuhause?,smalltalk.agent.residence,Editorial.SmallTalk
wo ist Ihr Zuhause,smalltalk.agent.residence,Editorial.SmallTalk
Wo ist Ihr Wohnsitz?,smalltalk.agent.residence,Editorial.SmallTalk
Wo ist dein Zuhause?,smalltalk.agent.residence,Editorial.SmallTalk
Wo ist deine Heimatstadt?,smalltalk.agent.residence,Editorial.SmallTalk
wo ist dein Haus,smalltalk.agent.residence,Editorial.SmallTalk
wo Sie leben,smalltalk.agent.residence,Editorial.SmallTalk
deine Stadt,smalltalk.agent.residence,Editorial.SmallTalk
deine Stadt,smalltalk.agent.residence,Editorial.SmallTalk
das ist richtig,smalltalk.agent.right,Editorial.SmallTalk
du hast Recht,smalltalk.agent.right,Editorial.SmallTalk
du hast auf jeden Fall Recht,smalltalk.agent.right,Editorial.SmallTalk
du liegst nicht falsch,smalltalk.agent.right,Editorial.SmallTalk
Du sagst die Wahrheit,smalltalk.agent.right,Editorial.SmallTalk
"was du sagst, ist wahr",smalltalk.agent.right,Editorial.SmallTalk
WAHR,smalltalk.agent.right,Editorial.SmallTalk
es stimmt,smalltalk.agent.right,Editorial.SmallTalk
es ist richtig,smalltalk.agent.right,Editorial.SmallTalk
es ist die Wahrheit,smalltalk.agent.right,Editorial.SmallTalk
das ist wahr,smalltalk.agent.right,Editorial.SmallTalk
das ist richtig,smalltalk.agent.right,Editorial.SmallTalk
das ist richtig,smalltalk.agent.right,Editorial.SmallTalk
das ist wahr,smalltalk.agent.right,Editorial.SmallTalk
das ist sehr wahr,smalltalk.agent.right,Editorial.SmallTalk
Das ist wirklich wahr,smalltalk.agent.right,Editorial.SmallTalk
Du hast Recht,smalltalk.agent.right,Editorial.SmallTalk
du hast ja so recht,smalltalk.agent.right,Editorial.SmallTalk
Du hast absolut recht,smalltalk.agent.right,Editorial.SmallTalk
Da hast du recht,smalltalk.agent.right,Editorial.SmallTalk
"Ich weiß, dass das richtig ist",smalltalk.agent.right,Editorial.SmallTalk
das ist richtig,smalltalk.confirmation.yes,Editorial.SmallTalk
Das ist gut,smalltalk.confirmation.yes,Editorial.SmallTalk
fortfahren,smalltalk.confirmation.yes,Editorial.SmallTalk
hört sich gut an,smalltalk.confirmation.yes,Editorial.SmallTalk
Okay,smalltalk.confirmation.yes,Editorial.SmallTalk
Ja,smalltalk.confirmation.yes,Editorial.SmallTalk
OK,smalltalk.confirmation.yes,Editorial.SmallTalk
okie dokie,smalltalk.confirmation.yes,Editorial.SmallTalk
Sicher,smalltalk.confirmation.yes,Editorial.SmallTalk
Tue es,smalltalk.confirmation.yes,Editorial.SmallTalk
Ja,smalltalk.confirmation.yes,Editorial.SmallTalk
Ja,smalltalk.confirmation.yes,Editorial.SmallTalk
Tu es,smalltalk.confirmation.yes,Editorial.SmallTalk
Natürlich,smalltalk.confirmation.yes,Editorial.SmallTalk
Ich schätze,smalltalk.confirmation.yes,Editorial.SmallTalk
richtig,smalltalk.confirmation.yes,Editorial.SmallTalk
ja sicher,smalltalk.confirmation.yes,Editorial.SmallTalk
Warum nicht,smalltalk.confirmation.yes,Editorial.SmallTalk
Bitte,smalltalk.confirmation.yes,Editorial.SmallTalk
sicher ist,smalltalk.confirmation.yes,Editorial.SmallTalk
Ich stimme zu,smalltalk.confirmation.yes,Editorial.SmallTalk
Es macht mir nichts aus,smalltalk.confirmation.yes,Editorial.SmallTalk
sicherlich,smalltalk.confirmation.yes,Editorial.SmallTalk
genau,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ja, ich stimme zu",smalltalk.confirmation.yes,Editorial.SmallTalk
Ich glaube schon,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ja, so ist es",smalltalk.confirmation.yes,Editorial.SmallTalk
Rechts,smalltalk.confirmation.yes,Editorial.SmallTalk
alles klar,smalltalk.confirmation.yes,Editorial.SmallTalk
Ja natürlich,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ja, das tue ich",smalltalk.confirmation.yes,Editorial.SmallTalk
das ist okay,smalltalk.confirmation.yes,Editorial.SmallTalk
Ich tue,smalltalk.confirmation.yes,Editorial.SmallTalk
Jawohl,smalltalk.confirmation.yes,Editorial.SmallTalk
Ja,smalltalk.confirmation.yes,Editorial.SmallTalk
Oh ja,smalltalk.confirmation.yes,Editorial.SmallTalk
ja sicher,smalltalk.confirmation.yes,Editorial.SmallTalk
offensichtlich,smalltalk.confirmation.yes,Editorial.SmallTalk
k,smalltalk.confirmation.yes,Editorial.SmallTalk
sicher warum nicht,smalltalk.confirmation.yes,Editorial.SmallTalk
"ja, genau",smalltalk.confirmation.yes,Editorial.SmallTalk
ja natürlich,smalltalk.confirmation.yes,Editorial.SmallTalk
absolut,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ja, tatsächlich",smalltalk.confirmation.yes,Editorial.SmallTalk
OK sicher,smalltalk.confirmation.yes,Editorial.SmallTalk
OK ja,smalltalk.confirmation.yes,Editorial.SmallTalk
Ja richtig,smalltalk.confirmation.yes,Editorial.SmallTalk
OK danke,smalltalk.confirmation.yes,Editorial.SmallTalk
sichere Sache,smalltalk.confirmation.yes,Editorial.SmallTalk
Ihr,smalltalk.confirmation.yes,Editorial.SmallTalk
bestätigen,smalltalk.confirmation.yes,Editorial.SmallTalk
ja,smalltalk.confirmation.yes,Editorial.SmallTalk
sieht gut aus,smalltalk.confirmation.yes,Editorial.SmallTalk
ja Dankeschön,smalltalk.confirmation.yes,Editorial.SmallTalk
definitiv,smalltalk.confirmation.yes,Editorial.SmallTalk
ja richtig,smalltalk.confirmation.yes,Editorial.SmallTalk
"ja, würde ich gerne",smalltalk.confirmation.yes,Editorial.SmallTalk
Okay,smalltalk.confirmation.yes,Editorial.SmallTalk
ja auf jeden Fall,smalltalk.confirmation.yes,Editorial.SmallTalk
Ja,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ja, das ist richtig",smalltalk.confirmation.yes,Editorial.SmallTalk
ja das ist richtig,smalltalk.confirmation.yes,Editorial.SmallTalk
OK du kannst,smalltalk.confirmation.yes,Editorial.SmallTalk
kläffen,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ja, Sie dürfen",smalltalk.confirmation.yes,Editorial.SmallTalk
bestätigt,smalltalk.confirmation.yes,Editorial.SmallTalk
"Natürlich, warum nicht",smalltalk.confirmation.yes,Editorial.SmallTalk
ja das ist in Ordnung,smalltalk.confirmation.yes,Editorial.SmallTalk
positiv,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ja, mach weiter",smalltalk.confirmation.yes,Editorial.SmallTalk
"ja, ich bin sicher",smalltalk.confirmation.yes,Editorial.SmallTalk
okay. Klingt gut,smalltalk.confirmation.yes,Editorial.SmallTalk
Ok das ist gut,smalltalk.confirmation.yes,Editorial.SmallTalk
ja genau,smalltalk.confirmation.yes,Editorial.SmallTalk
das ist ok,smalltalk.confirmation.yes,Editorial.SmallTalk
das ist richtig,smalltalk.confirmation.yes,Editorial.SmallTalk
OK fortfahren,smalltalk.confirmation.yes,Editorial.SmallTalk
ja das ist korrekt,smalltalk.confirmation.yes,Editorial.SmallTalk
"Egal, es ist okay",smalltalk.confirmation.yes,Editorial.SmallTalk
Okay,smalltalk.confirmation.yes,Editorial.SmallTalk
ja sicher,smalltalk.confirmation.yes,Editorial.SmallTalk
in Ordnung,smalltalk.confirmation.yes,Editorial.SmallTalk
bist du sicher,smalltalk.agent.sure,Editorial.SmallTalk
Bist du jetzt sicher?,smalltalk.agent.sure,Editorial.SmallTalk
Bist du dir heute sicher?,smalltalk.agent.sure,Editorial.SmallTalk
Bist du jetzt sicher?,smalltalk.agent.sure,Editorial.SmallTalk
Bist du heute Abend sicher?,smalltalk.agent.sure,Editorial.SmallTalk
Warum redest du nicht mit mir?,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Wollen sie sich mit mir unterhalten,smalltalk.agent.talk_to_me,Editorial.SmallTalk
wirst du mit mir reden?,smalltalk.agent.talk_to_me,Editorial.SmallTalk
sprechen Sie mit mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
wirst du mit mir sprechen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
sprichst du mit mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kannst du dich mit mir unterhalten,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kannst du mit mir sprechen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kannst du mit mir reden,smalltalk.agent.talk_to_me,Editorial.SmallTalk
kannst du mit mir sprechen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
sagen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
sprechen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Rede mit mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Chatte einfach mit mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
sprechen Sie mit mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Rede mit mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
sprich mit mir,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Warum redest du nicht mit mir?,smalltalk.agent.talk_to_me,Editorial.SmallTalk
du kannst mit mir sprechen,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Bist du da,smalltalk.agent.there,Editorial.SmallTalk
du bist dort,smalltalk.agent.there,Editorial.SmallTalk
Bist du in meiner Nähe?,smalltalk.agent.there,Editorial.SmallTalk
Sind Sie hier,smalltalk.agent.there,Editorial.SmallTalk
bist du noch da,smalltalk.agent.there,Editorial.SmallTalk
Sie sind hier,smalltalk.agent.there,Editorial.SmallTalk
Du bist immer noch da,smalltalk.agent.there,Editorial.SmallTalk
bist du noch da,smalltalk.agent.there,Editorial.SmallTalk
ziemlich schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
nicht gut genug,smalltalk.appraisal.bad,Editorial.SmallTalk
das war lahm,smalltalk.appraisal.bad,Editorial.SmallTalk
das war schrecklich,smalltalk.appraisal.bad,Editorial.SmallTalk
es ist schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
nicht gut,smalltalk.appraisal.bad,Editorial.SmallTalk
"Ich fürchte, es ist schlimm",smalltalk.appraisal.bad,Editorial.SmallTalk
"Nein, es ist schlecht",smalltalk.appraisal.bad,Editorial.SmallTalk
Das war schrecklich,smalltalk.appraisal.bad,Editorial.SmallTalk
schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
so schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist schade,smalltalk.appraisal.bad,Editorial.SmallTalk
schrecklich,smalltalk.appraisal.bad,Editorial.SmallTalk
schrecklich,smalltalk.appraisal.bad,Editorial.SmallTalk
schrecklich,smalltalk.appraisal.bad,Editorial.SmallTalk
miserabel,smalltalk.appraisal.bad,Editorial.SmallTalk
es ist schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
nicht gut,smalltalk.appraisal.bad,Editorial.SmallTalk
das war schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
das war schrecklich,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist lahm,smalltalk.appraisal.bad,Editorial.SmallTalk
Das ist nicht gut,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist furchtbar,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist sehr schade,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist nicht gut,smalltalk.appraisal.bad,Editorial.SmallTalk
schade,smalltalk.appraisal.bad,Editorial.SmallTalk
sehr schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
Böses Mädchen,smalltalk.appraisal.bad,Editorial.SmallTalk
es ist nicht gut,smalltalk.appraisal.bad,Editorial.SmallTalk
nicht so gut,smalltalk.appraisal.bad,Editorial.SmallTalk
es ist sehr schlimm,smalltalk.appraisal.bad,Editorial.SmallTalk
Das ist schade,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist nicht gut genug,smalltalk.appraisal.bad,Editorial.SmallTalk
"Na ja, zu dumm",smalltalk.appraisal.bad,Editorial.SmallTalk
"schlecht, sehr schlecht",smalltalk.appraisal.bad,Editorial.SmallTalk
es ist so schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
wirklich schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
es ist sehr schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
schlechte Idee,smalltalk.appraisal.bad,Editorial.SmallTalk
das ist schlecht,smalltalk.appraisal.bad,Editorial.SmallTalk
das war nicht gut,smalltalk.appraisal.bad,Editorial.SmallTalk
es ist nicht so gut,smalltalk.appraisal.bad,Editorial.SmallTalk
kein guter,smalltalk.appraisal.bad,Editorial.SmallTalk
"Oh, das ist nicht gut",smalltalk.appraisal.bad,Editorial.SmallTalk
nicht so gut,smalltalk.appraisal.bad,Editorial.SmallTalk
so lahm,smalltalk.appraisal.bad,Editorial.SmallTalk
Das ist wirklich schlimm,smalltalk.appraisal.bad,Editorial.SmallTalk
es ist schade,smalltalk.appraisal.bad,Editorial.SmallTalk
"schlecht, wirklich schlecht",smalltalk.appraisal.bad,Editorial.SmallTalk
so cool,smalltalk.appraisal.good,Editorial.SmallTalk
Cool,smalltalk.appraisal.good,Editorial.SmallTalk
das ist gut,smalltalk.appraisal.good,Editorial.SmallTalk
freut mich das zu hören,smalltalk.appraisal.good,Editorial.SmallTalk
das ist sehr nett von dir,smalltalk.appraisal.good,Editorial.SmallTalk
ausgezeichnet,smalltalk.appraisal.good,Editorial.SmallTalk
es ist wunderbar,smalltalk.appraisal.good,Editorial.SmallTalk
das ist großartig,smalltalk.appraisal.good,Editorial.SmallTalk
perfekt,smalltalk.appraisal.good,Editorial.SmallTalk
exzellent,smalltalk.appraisal.good,Editorial.SmallTalk
das ist großartig,smalltalk.appraisal.good,Editorial.SmallTalk
das ist gut,smalltalk.appraisal.good,Editorial.SmallTalk
Es ist großartig,smalltalk.appraisal.good,Editorial.SmallTalk
Bußgeld,smalltalk.appraisal.good,Editorial.SmallTalk
Gut,smalltalk.appraisal.good,Editorial.SmallTalk
Hübsch,smalltalk.appraisal.good,Editorial.SmallTalk
das ist in Ordnung,smalltalk.appraisal.good,Editorial.SmallTalk
sehr gut,smalltalk.appraisal.good,Editorial.SmallTalk
toll,smalltalk.appraisal.good,Editorial.SmallTalk
fantastisch,smalltalk.appraisal.good,Editorial.SmallTalk
Großartig,smalltalk.appraisal.good,Editorial.SmallTalk
"gut, sehr gut",smalltalk.appraisal.good,Editorial.SmallTalk
das ist sehr gut,smalltalk.appraisal.good,Editorial.SmallTalk
wirklich gut,smalltalk.appraisal.good,Editorial.SmallTalk
es ist in Ordnung,smalltalk.appraisal.good,Editorial.SmallTalk
es ist gut,smalltalk.appraisal.good,Editorial.SmallTalk
es ist perfekt,smalltalk.appraisal.good,Editorial.SmallTalk
viel besser,smalltalk.appraisal.good,Editorial.SmallTalk
nicht schlecht,smalltalk.appraisal.good,Editorial.SmallTalk
nicht so schlecht,smalltalk.appraisal.good,Editorial.SmallTalk
es ist sehr gut,smalltalk.appraisal.good,Editorial.SmallTalk
fabelhaft,smalltalk.appraisal.good,Editorial.SmallTalk
Freut mich,smalltalk.appraisal.good,Editorial.SmallTalk
angenehm,smalltalk.appraisal.good,Editorial.SmallTalk
ziemlich gut,smalltalk.appraisal.good,Editorial.SmallTalk
wirklich nett,smalltalk.appraisal.good,Editorial.SmallTalk
prächtig,smalltalk.appraisal.good,Editorial.SmallTalk
gerade,smalltalk.appraisal.good,Editorial.SmallTalk
super,smalltalk.appraisal.good,Editorial.SmallTalk
super fantastisch,smalltalk.appraisal.good,Editorial.SmallTalk
süß,smalltalk.appraisal.good,Editorial.SmallTalk
sehr gut,smalltalk.appraisal.good,Editorial.SmallTalk
sehr gut,smalltalk.appraisal.good,Editorial.SmallTalk
das ist fantastisch,smalltalk.appraisal.good,Editorial.SmallTalk
das ist nett,smalltalk.appraisal.good,Editorial.SmallTalk
das ist wundervoll,smalltalk.appraisal.good,Editorial.SmallTalk
das war Hervorragend,smalltalk.appraisal.good,Editorial.SmallTalk
das war wunderbar,smalltalk.appraisal.good,Editorial.SmallTalk
Das war süß,smalltalk.appraisal.good,Editorial.SmallTalk
das war ziemlich gut,smalltalk.appraisal.good,Editorial.SmallTalk
das war sehr gut,smalltalk.appraisal.good,Editorial.SmallTalk
das ist eine gute Idee,smalltalk.appraisal.good,Editorial.SmallTalk
das ist gut,smalltalk.appraisal.good,Editorial.SmallTalk
das ist erstaunlich,smalltalk.appraisal.good,Editorial.SmallTalk
"Das ist großartig, danke",smalltalk.appraisal.good,Editorial.SmallTalk
das ist besser,smalltalk.appraisal.good,Editorial.SmallTalk
das ist süß,smalltalk.appraisal.good,Editorial.SmallTalk
das ist fantastisch,smalltalk.appraisal.good,Editorial.SmallTalk
das ist viel besser,smalltalk.appraisal.good,Editorial.SmallTalk
das ist nett von dir,smalltalk.appraisal.good,Editorial.SmallTalk
das ist nicht schlecht,smalltalk.appraisal.good,Editorial.SmallTalk
Das ist großartig,smalltalk.appraisal.good,Editorial.SmallTalk
Das ist sehr gut,smalltalk.appraisal.good,Editorial.SmallTalk
das ist wirklich gut,smalltalk.appraisal.good,Editorial.SmallTalk
das ist wirklich schön,smalltalk.appraisal.good,Editorial.SmallTalk
das ist süß von dir,smalltalk.appraisal.good,Editorial.SmallTalk
das ist sehr nett,smalltalk.appraisal.good,Editorial.SmallTalk
das ist wunderbar,smalltalk.appraisal.good,Editorial.SmallTalk
das ist fantastisch,smalltalk.appraisal.good,Editorial.SmallTalk
das ist gut,smalltalk.appraisal.good,Editorial.SmallTalk
das ist toll,smalltalk.appraisal.good,Editorial.SmallTalk
sehr schön,smalltalk.appraisal.good,Editorial.SmallTalk
dann sehr,smalltalk.appraisal.good,Editorial.SmallTalk
wunderbar,smalltalk.appraisal.good,Editorial.SmallTalk
"Ich bin froh, das zu hören",smalltalk.appraisal.good,Editorial.SmallTalk
okay gut,smalltalk.appraisal.good,Editorial.SmallTalk
Schön für dich,smalltalk.appraisal.good,Editorial.SmallTalk
gut zu wissen,smalltalk.appraisal.good,Editorial.SmallTalk
froh das zu hören,smalltalk.appraisal.good,Editorial.SmallTalk
so gut,smalltalk.appraisal.good,Editorial.SmallTalk
so süß von dir,smalltalk.appraisal.good,Editorial.SmallTalk
es war gut,smalltalk.appraisal.good,Editorial.SmallTalk
nun ja,smalltalk.appraisal.good,Editorial.SmallTalk
gute Sache,smalltalk.appraisal.good,Editorial.SmallTalk
das war gut,smalltalk.appraisal.good,Editorial.SmallTalk
Es ist toll,smalltalk.appraisal.good,Editorial.SmallTalk
okay gut,smalltalk.appraisal.good,Editorial.SmallTalk
nein das ist in Ordnung,smalltalk.appraisal.good,Editorial.SmallTalk
das ist in Ordnung,smalltalk.appraisal.good,Editorial.SmallTalk
Keine Sorge,smalltalk.appraisal.no_problem,Editorial.SmallTalk
kein Problem,smalltalk.appraisal.no_problem,Editorial.SmallTalk
Kein Problem,smalltalk.appraisal.no_problem,Editorial.SmallTalk
es gibt keine Probleme,smalltalk.appraisal.no_problem,Editorial.SmallTalk
sicher kein Problem,smalltalk.appraisal.no_problem,Editorial.SmallTalk
Kein Problem damit,smalltalk.appraisal.no_problem,Editorial.SmallTalk
Mach dir keine Sorgen,smalltalk.appraisal.no_problem,Editorial.SmallTalk
"Keine Sorge, es gibt kein Problem",smalltalk.appraisal.no_problem,Editorial.SmallTalk
"Du hast sehr geholfen, vielen Dank",smalltalk.appraisal.thank_you,Editorial.SmallTalk
schätze deine Hilfe,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Prost,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke,smalltalk.appraisal.thank_you,Editorial.SmallTalk
vielen Dank,smalltalk.appraisal.thank_you,Editorial.SmallTalk
"super, danke",smalltalk.appraisal.thank_you,Editorial.SmallTalk
grosses Dankeschön,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Vielen Dank,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Vielen Dank,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Vielen Dank für Ihre Hilfe,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Ich danke Ihnen für Ihre Hilfe,smalltalk.appraisal.thank_you,Editorial.SmallTalk
"Nett, danke",smalltalk.appraisal.thank_you,Editorial.SmallTalk
Ich schätze es,smalltalk.appraisal.thank_you,Editorial.SmallTalk
ich danke dir,smalltalk.appraisal.thank_you,Editorial.SmallTalk
"Danke, das wird alles sein",smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke Kumpel,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke Liebling,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke mein Freund,smalltalk.appraisal.thank_you,Editorial.SmallTalk
"Gut, danke",smalltalk.appraisal.thank_you,Editorial.SmallTalk
sehr gut danke,smalltalk.appraisal.thank_you,Editorial.SmallTalk
gut danke,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke noch einmal,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke nochmal,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke euch allen,smalltalk.appraisal.thank_you,Editorial.SmallTalk
"Alles klar, danke",smalltalk.appraisal.thank_you,Editorial.SmallTalk
"gut, danke",smalltalk.appraisal.thank_you,Editorial.SmallTalk
"Nein danke, das ist alles",smalltalk.appraisal.thank_you,Editorial.SmallTalk
"perfekt, danke",smalltalk.appraisal.thank_you,Editorial.SmallTalk
so nett von dir,smalltalk.appraisal.thank_you,Editorial.SmallTalk
"Nun ja, danke",smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Danke,smalltalk.appraisal.thank_you,Editorial.SmallTalk
das ist mir ein Vergnügen,smalltalk.appraisal.welcome,Editorial.SmallTalk
freut mich,smalltalk.appraisal.welcome,Editorial.SmallTalk
jederzeit,smalltalk.appraisal.welcome,Editorial.SmallTalk
Willkommen,smalltalk.appraisal.welcome,Editorial.SmallTalk
Gern geschehen,smalltalk.appraisal.welcome,Editorial.SmallTalk
sicher willkommen,smalltalk.appraisal.welcome,Editorial.SmallTalk
willkommen hier,smalltalk.appraisal.welcome,Editorial.SmallTalk
bitteschön,smalltalk.appraisal.welcome,Editorial.SmallTalk
alles was du willst,smalltalk.appraisal.welcome,Editorial.SmallTalk
gute Arbeit,smalltalk.appraisal.well_done,Editorial.SmallTalk
gut gemacht,smalltalk.appraisal.well_done,Editorial.SmallTalk
Weg zu gehen,smalltalk.appraisal.well_done,Editorial.SmallTalk
gut gemacht,smalltalk.appraisal.well_done,Editorial.SmallTalk
gute Arbeit,smalltalk.appraisal.well_done,Editorial.SmallTalk
Gute Arbeit,smalltalk.appraisal.well_done,Editorial.SmallTalk
tolle Arbeit,smalltalk.appraisal.well_done,Editorial.SmallTalk
Bravo,smalltalk.appraisal.well_done,Editorial.SmallTalk
gute Arbeit,smalltalk.appraisal.well_done,Editorial.SmallTalk
stornieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
annullieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
Sag es ab,smalltalk.confirmation.cancel,Editorial.SmallTalk
Anfrage abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
abgesagt,smalltalk.confirmation.cancel,Editorial.SmallTalk
zurückweisen,smalltalk.confirmation.cancel,Editorial.SmallTalk
entlassen,smalltalk.confirmation.cancel,Editorial.SmallTalk
außer Acht lassen,smalltalk.confirmation.cancel,Editorial.SmallTalk
ignoriere das,smalltalk.confirmation.cancel,Editorial.SmallTalk
überspringen,smalltalk.confirmation.cancel,Editorial.SmallTalk
überspring es,smalltalk.confirmation.cancel,Editorial.SmallTalk
alles absagen,smalltalk.confirmation.cancel,Editorial.SmallTalk
alle Absagen,smalltalk.confirmation.cancel,Editorial.SmallTalk
