Question,Answer,Source
où es-tu né,smalltalk.agent.origin,Editorial.SmallTalk
d'où êtes-vous,smalltalk.agent.origin,Editorial.SmallTalk
es-tu de loin,smalltalk.agent.origin,Editorial.SmallTalk
quelle est ta patrie,smalltalk.agent.origin,Editorial.SmallTalk
ta patrie est,smalltalk.agent.origin,Editorial.SmallTalk
es-tu prêt,smalltalk.agent.ready,Editorial.SmallTalk
es-tu prêt maintenant,smalltalk.agent.ready,Editorial.SmallTalk
es-tu prêt aujourd'hui,smalltalk.agent.ready,Editorial.SmallTalk
es-tu prêt maintenant,smalltalk.agent.ready,Editorial.SmallTalk
es-tu prêt ce soir,smalltalk.agent.ready,Editorial.SmallTalk
étais-tu prêt,smalltalk.agent.ready,Editorial.SmallTalk
es-tu prêt,smalltalk.agent.ready,Editorial.SmallTalk
vous êtes réel,smalltalk.agent.real,Editorial.SmallTalk
tu n'es pas faux,smalltalk.agent.real,Editorial.SmallTalk
Es-tu réel,smalltalk.agent.real,Editorial.SmallTalk
tu es si réel,smalltalk.agent.real,Editorial.SmallTalk
Je pense que tu es réel,smalltalk.agent.real,Editorial.SmallTalk
Je ne pense pas que tu sois faux,smalltalk.agent.real,Editorial.SmallTalk
Je suppose que tu es réel,smalltalk.agent.real,Editorial.SmallTalk
content que tu sois réel,smalltalk.agent.real,Editorial.SmallTalk
es-tu une personne réelle,smalltalk.agent.real,Editorial.SmallTalk
Es tu un vrai humain,smalltalk.agent.real,Editorial.SmallTalk
tu es une vraie personne,smalltalk.agent.real,Editorial.SmallTalk
tu n'es pas réel,smalltalk.agent.real,Editorial.SmallTalk
où  habites-tu,smalltalk.agent.residence,Editorial.SmallTalk
Dans quelle ville habites-tu,smalltalk.agent.residence,Editorial.SmallTalk
votre résidence,smalltalk.agent.residence,Editorial.SmallTalk
ta maison,smalltalk.agent.residence,Editorial.SmallTalk
ta maison,smalltalk.agent.residence,Editorial.SmallTalk
votre ville natale,smalltalk.agent.residence,Editorial.SmallTalk
quelle est ta ville natale,smalltalk.agent.residence,Editorial.SmallTalk
est-ce ta ville natale,smalltalk.agent.residence,Editorial.SmallTalk
où est votre ville natale,smalltalk.agent.residence,Editorial.SmallTalk
parle-moi de ta ville,smalltalk.agent.residence,Editorial.SmallTalk
quelle est ta ville,smalltalk.agent.residence,Editorial.SmallTalk
quelle est ta résidence,smalltalk.agent.residence,Editorial.SmallTalk
quelle est ta ville,smalltalk.agent.residence,Editorial.SmallTalk
quelle est ta ville,smalltalk.agent.residence,Editorial.SmallTalk
quelle est ta maison,smalltalk.agent.residence,Editorial.SmallTalk
où est ta maison,smalltalk.agent.residence,Editorial.SmallTalk
où est ta résidence,smalltalk.agent.residence,Editorial.SmallTalk
où est ta maison,smalltalk.agent.residence,Editorial.SmallTalk
où est ta ville natale,smalltalk.agent.residence,Editorial.SmallTalk
où est ta maison,smalltalk.agent.residence,Editorial.SmallTalk
où vous vivez,smalltalk.agent.residence,Editorial.SmallTalk
ta ville,smalltalk.agent.residence,Editorial.SmallTalk
votre ville,smalltalk.agent.residence,Editorial.SmallTalk
c'est vrai,smalltalk.agent.right,Editorial.SmallTalk
tu as raison,smalltalk.agent.right,Editorial.SmallTalk
tu as définitivement raison,smalltalk.agent.right,Editorial.SmallTalk
tu n'as pas tort,smalltalk.agent.right,Editorial.SmallTalk
tu dis la vérité,smalltalk.agent.right,Editorial.SmallTalk
ce que tu dis est vrai,smalltalk.agent.right,Editorial.SmallTalk
VRAI,smalltalk.agent.right,Editorial.SmallTalk
c'est vrai,smalltalk.agent.right,Editorial.SmallTalk
c'est juste,smalltalk.agent.right,Editorial.SmallTalk
c'est la vérité,smalltalk.agent.right,Editorial.SmallTalk
c'est vrai,smalltalk.agent.right,Editorial.SmallTalk
c'est exact,smalltalk.agent.right,Editorial.SmallTalk
c'est vrai,smalltalk.agent.right,Editorial.SmallTalk
c'est vrai,smalltalk.agent.right,Editorial.SmallTalk
c'est très vrai,smalltalk.agent.right,Editorial.SmallTalk
c'est tellement vrai,smalltalk.agent.right,Editorial.SmallTalk
vous avez raison,smalltalk.agent.right,Editorial.SmallTalk
tu as tellement raison,smalltalk.agent.right,Editorial.SmallTalk
vous avez absolument raison,smalltalk.agent.right,Editorial.SmallTalk
tu as raison à ce sujet,smalltalk.agent.right,Editorial.SmallTalk
Je sais que c'est vrai,smalltalk.agent.right,Editorial.SmallTalk
c'est correct,smalltalk.confirmation.yes,Editorial.SmallTalk
C'est bon,smalltalk.confirmation.yes,Editorial.SmallTalk
poursuivre,smalltalk.confirmation.yes,Editorial.SmallTalk
ça a l'air bien,smalltalk.confirmation.yes,Editorial.SmallTalk
d'accord,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui,smalltalk.confirmation.yes,Editorial.SmallTalk
d'accord,smalltalk.confirmation.yes,Editorial.SmallTalk
Oki Doki,smalltalk.confirmation.yes,Editorial.SmallTalk
bien sûr,smalltalk.confirmation.yes,Editorial.SmallTalk
Allez-y,smalltalk.confirmation.yes,Editorial.SmallTalk
Ouais,smalltalk.confirmation.yes,Editorial.SmallTalk
ouais,smalltalk.confirmation.yes,Editorial.SmallTalk
fais-le,smalltalk.confirmation.yes,Editorial.SmallTalk
bien sûr,smalltalk.confirmation.yes,Editorial.SmallTalk
Je suppose,smalltalk.confirmation.yes,Editorial.SmallTalk
correct,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui bien sûr,smalltalk.confirmation.yes,Editorial.SmallTalk
pourquoi pas,smalltalk.confirmation.yes,Editorial.SmallTalk
Je vous en prie,smalltalk.confirmation.yes,Editorial.SmallTalk
c'est sûr,smalltalk.confirmation.yes,Editorial.SmallTalk
Je suis d'accord,smalltalk.confirmation.yes,Editorial.SmallTalk
Cela ne me dérange pas,smalltalk.confirmation.yes,Editorial.SmallTalk
certainement,smalltalk.confirmation.yes,Editorial.SmallTalk
exactement,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui je suis d'accord,smalltalk.confirmation.yes,Editorial.SmallTalk
Je pense que oui,smalltalk.confirmation.yes,Editorial.SmallTalk
oui c'est le cas,smalltalk.confirmation.yes,Editorial.SmallTalk
droite,smalltalk.confirmation.yes,Editorial.SmallTalk
ok alors,smalltalk.confirmation.yes,Editorial.SmallTalk
oui bien sûr,smalltalk.confirmation.yes,Editorial.SmallTalk
oui je le fais,smalltalk.confirmation.yes,Editorial.SmallTalk
c'est bon,smalltalk.confirmation.yes,Editorial.SmallTalk
Je fais,smalltalk.confirmation.yes,Editorial.SmallTalk
ouais,smalltalk.confirmation.yes,Editorial.SmallTalk
ouais,smalltalk.confirmation.yes,Editorial.SmallTalk
oh oui,smalltalk.confirmation.yes,Editorial.SmallTalk
oui bien sûr,smalltalk.confirmation.yes,Editorial.SmallTalk
évidemment,smalltalk.confirmation.yes,Editorial.SmallTalk
k,smalltalk.confirmation.yes,Editorial.SmallTalk
"bien sûr, pourquoi pas",smalltalk.confirmation.yes,Editorial.SmallTalk
Oui en effet,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ouais, bien sûr",smalltalk.confirmation.yes,Editorial.SmallTalk
absolument,smalltalk.confirmation.yes,Editorial.SmallTalk
oui en effet,smalltalk.confirmation.yes,Editorial.SmallTalk
"OK, bien sûr",smalltalk.confirmation.yes,Editorial.SmallTalk
OK oui,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui correct,smalltalk.confirmation.yes,Editorial.SmallTalk
d'accord merci,smalltalk.confirmation.yes,Editorial.SmallTalk
chose sûre,smalltalk.confirmation.yes,Editorial.SmallTalk
vous,smalltalk.confirmation.yes,Editorial.SmallTalk
confirmer,smalltalk.confirmation.yes,Editorial.SmallTalk
ouais,smalltalk.confirmation.yes,Editorial.SmallTalk
Cela semble bon,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui merci,smalltalk.confirmation.yes,Editorial.SmallTalk
certainement,smalltalk.confirmation.yes,Editorial.SmallTalk
"oui, c'est vrai",smalltalk.confirmation.yes,Editorial.SmallTalk
Oui je voudrais,smalltalk.confirmation.yes,Editorial.SmallTalk
très bien,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui définitivement,smalltalk.confirmation.yes,Editorial.SmallTalk
ouais,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui c'est correct,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui c'est vrai,smalltalk.confirmation.yes,Editorial.SmallTalk
OK tu peux,smalltalk.confirmation.yes,Editorial.SmallTalk
japper,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui vous pouvez,smalltalk.confirmation.yes,Editorial.SmallTalk
confirmé,smalltalk.confirmation.yes,Editorial.SmallTalk
bien sûr pourquoi pas,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui c'est bon,smalltalk.confirmation.yes,Editorial.SmallTalk
affirmative,smalltalk.confirmation.yes,Editorial.SmallTalk
"Ouais, vas-y",smalltalk.confirmation.yes,Editorial.SmallTalk
"ouais, je suis sûr",smalltalk.confirmation.yes,Editorial.SmallTalk
"Okay, ça a l'air bien",smalltalk.confirmation.yes,Editorial.SmallTalk
OK c'est bon,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui exactement,smalltalk.confirmation.yes,Editorial.SmallTalk
c'est ok,smalltalk.confirmation.yes,Editorial.SmallTalk
c'est correct,smalltalk.confirmation.yes,Editorial.SmallTalk
OK Vas y,smalltalk.confirmation.yes,Editorial.SmallTalk
oui c'est correct,smalltalk.confirmation.yes,Editorial.SmallTalk
"tant pis, ça va",smalltalk.confirmation.yes,Editorial.SmallTalk
bien,smalltalk.confirmation.yes,Editorial.SmallTalk
Oui bien sûr,smalltalk.confirmation.yes,Editorial.SmallTalk
d'accord,smalltalk.confirmation.yes,Editorial.SmallTalk
es-tu sûr,smalltalk.agent.sure,Editorial.SmallTalk
es-tu sûr maintenant,smalltalk.agent.sure,Editorial.SmallTalk
es-tu sûr aujourd'hui,smalltalk.agent.sure,Editorial.SmallTalk
es-tu sûr maintenant,smalltalk.agent.sure,Editorial.SmallTalk
es-tu sûr ce soir,smalltalk.agent.sure,Editorial.SmallTalk
pourquoi tu ne me parles pas,smalltalk.agent.talk_to_me,Editorial.SmallTalk
voulez-vous discuter avec moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Veux-tu me parler,smalltalk.agent.talk_to_me,Editorial.SmallTalk
parle moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
est-ce que tu vas me parler,smalltalk.agent.talk_to_me,Editorial.SmallTalk
C'est à moi que tu parles,smalltalk.agent.talk_to_me,Editorial.SmallTalk
pouvez-vous discuter avec moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
peux-tu me parler,smalltalk.agent.talk_to_me,Editorial.SmallTalk
peux-tu me parler,smalltalk.agent.talk_to_me,Editorial.SmallTalk
Pouvez-vous parler avec moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
dire,smalltalk.agent.talk_to_me,Editorial.SmallTalk
parler,smalltalk.agent.talk_to_me,Editorial.SmallTalk
discuter avec moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
discute juste avec moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
parle moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
parle avec moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
parle moi,smalltalk.agent.talk_to_me,Editorial.SmallTalk
pourquoi tu ne me parles pas,smalltalk.agent.talk_to_me,Editorial.SmallTalk
tu peux me parler,smalltalk.agent.talk_to_me,Editorial.SmallTalk
es-tu là,smalltalk.agent.there,Editorial.SmallTalk
Tu es là,smalltalk.agent.there,Editorial.SmallTalk
es-tu près de moi,smalltalk.agent.there,Editorial.SmallTalk
êtes-vous ici,smalltalk.agent.there,Editorial.SmallTalk
Vous êtes toujours là,smalltalk.agent.there,Editorial.SmallTalk
Tu es là,smalltalk.agent.there,Editorial.SmallTalk
tu es toujours là,smalltalk.agent.there,Editorial.SmallTalk
Êtes-vous toujours là,smalltalk.agent.there,Editorial.SmallTalk
plutot mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
pas assez bon,smalltalk.appraisal.bad,Editorial.SmallTalk
c'était nul,smalltalk.appraisal.bad,Editorial.SmallTalk
c'était terrible,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
pas bon,smalltalk.appraisal.bad,Editorial.SmallTalk
j'ai peur que ce soit mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
non c'est mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
c'était horrible,smalltalk.appraisal.bad,Editorial.SmallTalk
mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
dommage,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est dommage,smalltalk.appraisal.bad,Editorial.SmallTalk
terrible,smalltalk.appraisal.bad,Editorial.SmallTalk
horrible,smalltalk.appraisal.bad,Editorial.SmallTalk
horrible,smalltalk.appraisal.bad,Editorial.SmallTalk
épouvantable,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
pas bien,smalltalk.appraisal.bad,Editorial.SmallTalk
c'était mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
c'était horrible,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est nul,smalltalk.appraisal.bad,Editorial.SmallTalk
ce n'est pas bon,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est terrible,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est dommage,smalltalk.appraisal.bad,Editorial.SmallTalk
ce n'est pas bien,smalltalk.appraisal.bad,Editorial.SmallTalk
dommage,smalltalk.appraisal.bad,Editorial.SmallTalk
très mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
mauvaise fille,smalltalk.appraisal.bad,Editorial.SmallTalk
Ce n'est pas bon,smalltalk.appraisal.bad,Editorial.SmallTalk
pas si bon,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est tres mal,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est dommage,smalltalk.appraisal.bad,Editorial.SmallTalk
ce n'est pas assez bien,smalltalk.appraisal.bad,Editorial.SmallTalk
Et bien c'est dommage,smalltalk.appraisal.bad,Editorial.SmallTalk
mauvais Très mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est tellement mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
vraiment mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est vraiment mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
mauvaise idée,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
ce n'était pas bon,smalltalk.appraisal.bad,Editorial.SmallTalk
ce n'est pas si bon,smalltalk.appraisal.bad,Editorial.SmallTalk
pas un bon,smalltalk.appraisal.bad,Editorial.SmallTalk
"Oh, ce n'est pas bon",smalltalk.appraisal.bad,Editorial.SmallTalk
pas trop bon,smalltalk.appraisal.bad,Editorial.SmallTalk
tellement nul,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est vraiment mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
c'est dommage,smalltalk.appraisal.bad,Editorial.SmallTalk
mauvais vraiment mauvais,smalltalk.appraisal.bad,Editorial.SmallTalk
trop cool,smalltalk.appraisal.good,Editorial.SmallTalk
cool,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bon,smalltalk.appraisal.good,Editorial.SmallTalk
content de l'entendre,smalltalk.appraisal.good,Editorial.SmallTalk
c'est très gentil de ta part,smalltalk.appraisal.good,Editorial.SmallTalk
formidable,smalltalk.appraisal.good,Editorial.SmallTalk
c'est incroyable,smalltalk.appraisal.good,Editorial.SmallTalk
c'est génial,smalltalk.appraisal.good,Editorial.SmallTalk
parfait,smalltalk.appraisal.good,Editorial.SmallTalk
excellent,smalltalk.appraisal.good,Editorial.SmallTalk
c'est super,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bon,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bien,smalltalk.appraisal.good,Editorial.SmallTalk
bien,smalltalk.appraisal.good,Editorial.SmallTalk
bien,smalltalk.appraisal.good,Editorial.SmallTalk
bon,smalltalk.appraisal.good,Editorial.SmallTalk
C'est très bien,smalltalk.appraisal.good,Editorial.SmallTalk
très bien,smalltalk.appraisal.good,Editorial.SmallTalk
incroyable,smalltalk.appraisal.good,Editorial.SmallTalk
fantastique,smalltalk.appraisal.good,Editorial.SmallTalk
super,smalltalk.appraisal.good,Editorial.SmallTalk
bon très bon,smalltalk.appraisal.good,Editorial.SmallTalk
c'est très bien,smalltalk.appraisal.good,Editorial.SmallTalk
très bien,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bon,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bon,smalltalk.appraisal.good,Editorial.SmallTalk
c'est parfait,smalltalk.appraisal.good,Editorial.SmallTalk
beaucoup mieux,smalltalk.appraisal.good,Editorial.SmallTalk
pas mal,smalltalk.appraisal.good,Editorial.SmallTalk
pas mal,smalltalk.appraisal.good,Editorial.SmallTalk
c'est très bien,smalltalk.appraisal.good,Editorial.SmallTalk
merveilleux,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bien,smalltalk.appraisal.good,Editorial.SmallTalk
agréable,smalltalk.appraisal.good,Editorial.SmallTalk
très bon,smalltalk.appraisal.good,Editorial.SmallTalk
vraiment sympa,smalltalk.appraisal.good,Editorial.SmallTalk
splendide,smalltalk.appraisal.good,Editorial.SmallTalk
droit,smalltalk.appraisal.good,Editorial.SmallTalk
super,smalltalk.appraisal.good,Editorial.SmallTalk
super fantastique,smalltalk.appraisal.good,Editorial.SmallTalk
doux,smalltalk.appraisal.good,Editorial.SmallTalk
vraiment bien,smalltalk.appraisal.good,Editorial.SmallTalk
très bien,smalltalk.appraisal.good,Editorial.SmallTalk
c'est génial,smalltalk.appraisal.good,Editorial.SmallTalk
C'est bien,smalltalk.appraisal.good,Editorial.SmallTalk
c'est merveilleux,smalltalk.appraisal.good,Editorial.SmallTalk
c'était incroyable,smalltalk.appraisal.good,Editorial.SmallTalk
c'était génial,smalltalk.appraisal.good,Editorial.SmallTalk
c'était mignon,smalltalk.appraisal.good,Editorial.SmallTalk
c'était plutôt bien,smalltalk.appraisal.good,Editorial.SmallTalk
c'était très bien,smalltalk.appraisal.good,Editorial.SmallTalk
c'est une bonne idée,smalltalk.appraisal.good,Editorial.SmallTalk
c'est une bonne chose,smalltalk.appraisal.good,Editorial.SmallTalk
c'est incroyable,smalltalk.appraisal.good,Editorial.SmallTalk
c'est génial merci,smalltalk.appraisal.good,Editorial.SmallTalk
c'est mieux,smalltalk.appraisal.good,Editorial.SmallTalk
c'est mignon,smalltalk.appraisal.good,Editorial.SmallTalk
c'est fantastique,smalltalk.appraisal.good,Editorial.SmallTalk
c'est beaucoup mieux,smalltalk.appraisal.good,Editorial.SmallTalk
c'est gentil de ta part,smalltalk.appraisal.good,Editorial.SmallTalk
c'est pas mal,smalltalk.appraisal.good,Editorial.SmallTalk
C'est parfait,smalltalk.appraisal.good,Editorial.SmallTalk
c'est plutôt bien,smalltalk.appraisal.good,Editorial.SmallTalk
c'est vraiment bon,smalltalk.appraisal.good,Editorial.SmallTalk
c'est vraiment sympathique,smalltalk.appraisal.good,Editorial.SmallTalk
c'est gentil de ta part,smalltalk.appraisal.good,Editorial.SmallTalk
c'est très gentil,smalltalk.appraisal.good,Editorial.SmallTalk
c'est merveilleux,smalltalk.appraisal.good,Editorial.SmallTalk
C'est génial,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bon,smalltalk.appraisal.good,Editorial.SmallTalk
c'est bien,smalltalk.appraisal.good,Editorial.SmallTalk
très agréable,smalltalk.appraisal.good,Editorial.SmallTalk
très alors,smalltalk.appraisal.good,Editorial.SmallTalk
merveilleux,smalltalk.appraisal.good,Editorial.SmallTalk
Je suis content de l'entendre,smalltalk.appraisal.good,Editorial.SmallTalk
OK bien,smalltalk.appraisal.good,Editorial.SmallTalk
Bien pour vous,smalltalk.appraisal.good,Editorial.SmallTalk
bon à savoir,smalltalk.appraisal.good,Editorial.SmallTalk
content de l'entendre,smalltalk.appraisal.good,Editorial.SmallTalk
si bon,smalltalk.appraisal.good,Editorial.SmallTalk
si gentil de ta part,smalltalk.appraisal.good,Editorial.SmallTalk
c'était bon,smalltalk.appraisal.good,Editorial.SmallTalk
tant pis,smalltalk.appraisal.good,Editorial.SmallTalk
bonne chose,smalltalk.appraisal.good,Editorial.SmallTalk
c'était bien,smalltalk.appraisal.good,Editorial.SmallTalk
c'est génial,smalltalk.appraisal.good,Editorial.SmallTalk
"d'accord, bien",smalltalk.appraisal.good,Editorial.SmallTalk
non c'est bon,smalltalk.appraisal.good,Editorial.SmallTalk
C'est très bien,smalltalk.appraisal.good,Editorial.SmallTalk
pas de soucis,smalltalk.appraisal.no_problem,Editorial.SmallTalk
pas de problème,smalltalk.appraisal.no_problem,Editorial.SmallTalk
aucun problème,smalltalk.appraisal.no_problem,Editorial.SmallTalk
il n'y a aucun problème,smalltalk.appraisal.no_problem,Editorial.SmallTalk
bien sûr pas de problème,smalltalk.appraisal.no_problem,Editorial.SmallTalk
pas de problème à ce sujet,smalltalk.appraisal.no_problem,Editorial.SmallTalk
Ne vous inquiétez pas,smalltalk.appraisal.no_problem,Editorial.SmallTalk
"ne t'inquiète pas, il n'y a pas de problème",smalltalk.appraisal.no_problem,Editorial.SmallTalk
tu as beaucoup aidé merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
apprécier ton aide,smalltalk.appraisal.thank_you,Editorial.SmallTalk
acclamations,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci beaucoup,smalltalk.appraisal.thank_you,Editorial.SmallTalk
génial merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
super merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci beaucoup,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci beaucoup,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci pour votre aide,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci pour votre aide,smalltalk.appraisal.thank_you,Editorial.SmallTalk
bien merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
je l'apprécie,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Je te remercie,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci ce sera tout,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci mon pote,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci mon amour,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci mon ami,smalltalk.appraisal.thank_you,Editorial.SmallTalk
bien merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
très bien merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
bien merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci encore,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Merci encore,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci à tous,smalltalk.appraisal.thank_you,Editorial.SmallTalk
très bien merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
d'accord merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
non merci c'est tout,smalltalk.appraisal.thank_you,Editorial.SmallTalk
"parfait, merci",smalltalk.appraisal.thank_you,Editorial.SmallTalk
c'est gentil de ta part,smalltalk.appraisal.thank_you,Editorial.SmallTalk
bien merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
merci,smalltalk.appraisal.thank_you,Editorial.SmallTalk
Tout le plaisir est pour moi,smalltalk.appraisal.welcome,Editorial.SmallTalk
avec plaisir,smalltalk.appraisal.welcome,Editorial.SmallTalk
à tout moment,smalltalk.appraisal.welcome,Editorial.SmallTalk
accueillir,smalltalk.appraisal.welcome,Editorial.SmallTalk
vous êtes les bienvenus,smalltalk.appraisal.welcome,Editorial.SmallTalk
"bien sûr, bienvenue",smalltalk.appraisal.welcome,Editorial.SmallTalk
Bienvenue ici,smalltalk.appraisal.welcome,Editorial.SmallTalk
tu es le bienvenu,smalltalk.appraisal.welcome,Editorial.SmallTalk
tout ce que tu veux,smalltalk.appraisal.welcome,Editorial.SmallTalk
bon travail,smalltalk.appraisal.well_done,Editorial.SmallTalk
bon travail,smalltalk.appraisal.well_done,Editorial.SmallTalk
marche à suivre,smalltalk.appraisal.well_done,Editorial.SmallTalk
bien joué,smalltalk.appraisal.well_done,Editorial.SmallTalk
bon travail,smalltalk.appraisal.well_done,Editorial.SmallTalk
bon travail,smalltalk.appraisal.well_done,Editorial.SmallTalk
excellent travail,smalltalk.appraisal.well_done,Editorial.SmallTalk
Bravo,smalltalk.appraisal.well_done,Editorial.SmallTalk
bon travail,smalltalk.appraisal.well_done,Editorial.SmallTalk
Annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
avorter,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
annule ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
demande d'annulation,smalltalk.confirmation.cancel,Editorial.SmallTalk
annulé,smalltalk.confirmation.cancel,Editorial.SmallTalk
rejeter,smalltalk.confirmation.cancel,Editorial.SmallTalk
rejeté,smalltalk.confirmation.cancel,Editorial.SmallTalk
mépris,smalltalk.confirmation.cancel,Editorial.SmallTalk
ignorer cela,smalltalk.confirmation.cancel,Editorial.SmallTalk
sauter,smalltalk.confirmation.cancel,Editorial.SmallTalk
sauter,smalltalk.confirmation.cancel,Editorial.SmallTalk
tout annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
Tout annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
oublie ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
oublier,smalltalk.confirmation.cancel,Editorial.SmallTalk
ne fais pas ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
arrêt,smalltalk.confirmation.cancel,Editorial.SmallTalk
oublie ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
oublie ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
jeter,smalltalk.confirmation.cancel,Editorial.SmallTalk
oublie ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
Oublie ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
oublie ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
j'ai dit annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
il suffit de l'annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
rien n'annule,smalltalk.confirmation.cancel,Editorial.SmallTalk
arrête juste ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
pas d'annulation annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
"non, il suffit d'annuler",smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler ma demande,smalltalk.confirmation.cancel,Editorial.SmallTalk
peux-tu annuler ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler tout ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler cette demande,smalltalk.confirmation.cancel,Editorial.SmallTalk
"non, annule ça",smalltalk.confirmation.cancel,Editorial.SmallTalk
"non, tout annuler",smalltalk.confirmation.cancel,Editorial.SmallTalk
pas d'arrêt,smalltalk.confirmation.cancel,Editorial.SmallTalk
juste oublier,smalltalk.confirmation.cancel,Editorial.SmallTalk
je veux annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
